Latitude_1,Latitude_2,Latitude_3,Latitude_4,Longitude_1,Longitude_2,Longitude_3,Longitude_4,Timestamp,Mg,Peak_Amplitude@Mg,Al,Peak_Amplitude@Al,Si,Peak_Amplitude@Si,Fe,Peak_Amplitude@Fe,Ca,Peak_Amplitude@Ca,Ti,Peak_Amplitude@Ti,Cr,Peak_Amplitude@Cr,O,Peak_Amplitude@O
-88.6921,-89.596,-89.3236,-88.8404,-71.4663,-75.8617,17.368,-33.8126,2020-12-25T18:09:06.433,,,,,,,,,,,,,,,,
-88.8402,-89.596,-89.3236,-88.4844,-33.3237,-75.8617,17.368,-1.6781,2020-12-25T18:09:14.433,,,,,,,,,,,,,,,,
-88.1911,-89.6127,-88.9503,-88.558,8.1396,-13.6259,28.534,33.7459,2020-12-25T18:09:22.433,,,,,,,,,,,,,,,,
-87.8598,-88.7098,-89.3132,-88.1589,15.0766,-15.0781,17.746,36.7161,2020-12-25T18:09:30.433,,,,,,,,,,,,,,,,
-87.5056,-88.477,-88.9377,-87.7566,20.1022,-1.2813,28.6898,38.6254,2020-12-25T18:09:38.433,,,,,,,,,,,,,,,,
-87.137,-88.1808,-88.5438,-87.3524,23.858,8.4575,33.828,39.9538,2020-12-25T18:09:46.433,,,,,,,,,,,,,,,,
-86.7588,-87.847,-88.143,-86.9471,26.7479,15.3321,36.7662,40.9303,2020-12-25T18:09:54.433,,,,,,,,,,,,,,,,
-86.3738,-87.4907,-87.7391,-86.5407,29.0345,20.3109,38.6588,41.6822,2020-12-25T18:10:02.433,,,,,,,,,,,,,,,,
-85.9843,-87.1199,-87.3331,-86.1341,30.8757,24.0382,39.9825,42.2721,2020-12-25T18:10:10.433,,,,,,,,,,,,,,,,
-85.5913,-86.7398,-86.9262,-85.7272,32.3883,26.9006,40.9513,42.7481,2020-12-25T18:10:18.433,,,,,,,,,,,,,,,,
-85.1958,-86.3533,-86.5187,-85.3199,33.653,29.1588,41.6917,43.1418,2020-12-25T18:10:26.433,,,,,,,,,,,,,,,,
-84.7981,-85.9621,-86.1106,-84.9123,34.7258,30.9824,42.2773,43.4734,2020-12-25T18:10:34.433,,,,,,,,,,,,,,,,
-84.3988,-85.5675,-85.7021,-84.5046,35.6464,32.4839,42.7528,43.7563,2020-12-25T18:10:42.433,,,,,,,,,,,,,,,,
-83.9981,-85.1702,-85.2933,-84.0966,36.4445,33.7397,43.1463,44.0004,2020-12-25T18:10:50.433,,,,,,,,,,,,,,,,
-83.5964,-84.7709,-84.8842,-83.6884,37.143,34.8044,43.4773,44.2133,2020-12-25T18:10:58.433,,,,,,,,,,,,,,,,
-83.1937,-84.37,-84.4749,-83.2801,37.759,35.7183,43.7597,44.4005,2020-12-25T18:11:06.433,,,,,,,,,,,,,,,,
-82.7903,-83.9678,-84.0654,-82.8717,38.3061,36.5106,44.0032,44.5663,2020-12-25T18:11:14.433,,,,,,,,,,,,,,,,
-82.3862,-83.5645,-83.6558,-82.4631,38.7954,37.2037,44.2155,44.7144,2020-12-25T18:11:22.433,,,,,,,,,,,,,,,,
-81.9815,-83.1602,-83.2459,-82.0544,39.2353,37.8152,44.4022,44.8473,2020-12-25T18:11:30.433,,,,,,,,,,,,,,,,
-81.5763,-82.7552,-82.836,-81.6456,39.6331,38.3584,44.5676,44.9673,2020-12-25T18:11:38.433,,,,,,,,,,,,,,,,
-81.1707,-82.3496,-82.4259,-81.2367,39.9944,38.8442,44.7153,45.0763,2020-12-25T18:11:46.433,,,,,,,,,,,,,,,,
-80.7647,-81.9434,-82.0157,-80.8277,40.3239,39.2811,44.848,45.1756,2020-12-25T18:11:54.433,,,,,,,,,,,,,,,,
-80.3583,-81.5367,-81.6054,-80.4185,40.6258,39.676,44.9677,45.2666,2020-12-25T18:12:02.433,,,,,,,,,,,,,,,,
-79.9517,-81.1296,-81.195,-80.0093,40.9032,40.0348,45.0765,45.3502,2020-12-25T18:12:10.433,,,,,,,,,,,,,,,,
-79.5447,-80.722,-80.7845,-79.6,41.1591,40.3621,45.1756,45.4274,2020-12-25T18:12:18.433,,,,,,,,,,,,,,,,
-79.1374,-80.3142,-80.3739,-79.1906,41.396,40.662,45.2665,45.4988,2020-12-25T18:12:26.433,,,,,,,,,,,,,,,,
