Latitude_1,Latitude_2,Latitude_3,Latitude_4,Longitude_1,Longitude_2,Longitude_3,Longitude_4,Timestamp,Mg,Peak_Amplitude@Mg,Al,Peak_Amplitude@Al,Si,Peak_Amplitude@Si,Fe,Peak_Amplitude@Fe,Ca,Peak_Amplitude@Ca,Ti,Peak_Amplitude@Ti,Cr,Peak_Amplitude@Cr,O,Peak_Amplitude@O
89.3312,89.1288,89.2811,89.6778,-106.099,-132.627,-63.6731,124.24,2022-06-01T06:12:16.747,,,,,,,,,,,,,,,,
89.7222,89.1288,89.2811,89.3516,106.911,-132.627,-63.6731,-97.5213,2022-06-01T06:12:24.747,,,,,,,,,,,,,,,,
89.7222,88.5788,88.4625,89.3516,106.911,168.924,-155.487,-97.5213,2022-06-01T06:12:32.747,,,,,,,,,,,,,,,,
89.4461,88.1798,88.0875,89.1937,151.066,171.301,-160.566,-127.32,2022-06-01T06:12:40.747,,,,,,,,,,,,,,,,
89.0712,87.779,87.7027,88.9017,163.089,172.821,-163.961,-144.378,2022-06-01T06:12:48.747,,,,,,,,,,,,,,,,
88.6792,87.3771,87.3121,88.5549,168.098,173.874,-166.376,-153.795,2022-06-01T06:12:56.747,,,,,,,,,,,,,,,,
88.2819,86.9746,86.918,88.1845,170.801,174.647,-168.176,-159.475,2022-06-01T06:13:04.747,,,,,,,,,,,,,,,,
87.8821,86.5717,86.5217,87.8023,172.486,175.237,-169.567,-163.207,2022-06-01T06:13:12.747,,,,,,,,,,,,,,,,
87.4812,86.1686,86.1237,87.4137,173.634,175.703,-170.673,-165.826,2022-06-01T06:13:20.747,,,,,,,,,,,,,,,,
87.0795,85.7652,85.7246,87.0211,174.465,176.079,-171.574,-167.759,2022-06-01T06:13:28.747,,,,,,,,,,,,,,,,
86.6774,85.3617,85.3247,86.6259,175.095,176.383,-172.327,-169.239,2022-06-01T06:13:36.747,,,,,,,,,,,,,,,,
86.2749,84.9539,84.9295,86.229,175.579,176.153,-173.44,-170.418,2022-06-01T06:13:44.747,,,,,,,,,,,,,,,,
85.8689,84.5397,84.5396,85.8362,175.37,175.267,-175.065,-171.961,2022-06-01T06:13:52.747,,,,,,,,,,,,,,,,
85.4585,84.1173,84.1498,85.4475,174.369,173.897,-177.045,-174.044,2022-06-01T06:14:00.747,,,,,,,,,,,,,,,,
85.0428,83.6943,83.7536,85.0584,172.814,172.812,-178.643,-176.467,2022-06-01T06:14:08.747,,,,,,,,,,,,,,,,
84.6279,83.28,83.3528,84.6633,171.621,172.396,-179.519,-178.371,2022-06-01T06:14:16.747,,,,,,,,,,,,,,,,
84.22,82.8736,82.9497,84.2638,171.22,172.477,-179.868,-179.398,2022-06-01T06:14:24.747,,,,,,,,,,,,,,,,
