Latitude_1,Latitude_2,Latitude_3,Latitude_4,Longitude_1,Longitude_2,Longitude_3,Longitude_4,Timestamp,Mg,Peak_Amplitude@Mg,Al,Peak_Amplitude@Al,Si,Peak_Amplitude@Si,Fe,Peak_Amplitude@Fe,Ca,Peak_Amplitude@Ca,Ti,Peak_Amplitude@Ti,Cr,Peak_Amplitude@Cr,O,Peak_Amplitude@O
88.1796,86.9039,86.5809,87.7308,83.9589,79.2908,94.2501,106.315,2023-09-02T03:08:54.474,,,,,,,,,,,,,,,,
88.5824,87.3023,86.9812,88.1089,82.887,78.0338,95.126,110.228,2023-09-02T03:09:02.474,,,,,,,,,,,,,,,,
88.9842,87.6991,87.3806,88.4737,80.9731,76.3385,96.2664,116.056,2023-09-02T03:09:10.474,,,,,,,,,,,,,,,,
89.3834,88.0928,87.7785,88.8132,76.5632,73.9473,97.8221,125.365,2023-09-02T03:09:18.474,,,,,,,,,,,,,,,,
89.7662,88.4815,88.174,89.0981,57.0444,70.3189,100.052,141.254,2023-09-02T03:09:26.474,,,,,,,,,,,,,,,,
89.7662,89.2133,88.9475,89.0981,57.0444,52.4423,109.502,141.254,2023-09-02T03:09:34.474,,,,,,,,,,,,,,,,
89.7647,89.3053,89.2248,89.2624,-61.7892,121.975,-161.801,167.383,2023-09-02T03:09:42.474,,,,,,,,,,,,,,,,
89.0082,89.3053,89.2248,89.5729,-139.401,121.975,-161.801,154.123,2023-09-02T03:09:50.474,,,,,,,,,,,,,,,,
89.0082,88.6992,88.5812,89.5729,-139.401,-126.276,-87.4618,154.123,2023-09-02T03:09:58.474,,,,,,,,,,,,,,,,
89.5445,88.3489,88.1788,89.2731,-151.64,-118.439,-88.5309,-53.5929,2023-09-02T03:10:06.474,,,,,,,,,,,,,,,,
89.2533,87.9786,87.7758,88.9285,-123.992,-113.404,-89.2113,-67.1952,2023-09-02T03:10:14.474,,,,,,,,,,,,,,,,
88.8898,87.5976,87.3727,88.5532,-113.009,-109.945,-89.6828,-73.9792,2023-09-02T03:10:22.474,,,,,,,,,,,,,,,,
88.5058,87.2102,86.9695,88.1661,-107.549,-107.441,-90.0289,-77.9365,2023-09-02T03:10:30.474,,,,,,,,,,,,,,,,
88.1139,86.8189,86.5663,87.7733,-104.338,-105.551,-90.2937,-80.5068,2023-09-02T03:10:38.474,,,,,,,,,,,,,,,,
87.718,86.4248,86.1631,87.3775,-102.238,-104.076,-90.5029,-82.3041,2023-09-02T03:10:46.474,,,,,,,,,,,,,,,,
87.3201,86.0288,85.7595,86.9799,-100.761,-102.891,-90.6693,-83.6292,2023-09-02T03:10:54.474,,,,,,,,,,,,,,,,
86.9207,85.6315,85.3563,86.5806,-99.6596,-101.926,-90.8105,-84.641,2023-09-02T03:11:02.474,,,,,,,,,,,,,,,,
86.5206,85.2331,84.9531,86.181,-98.8203,-101.122,-90.9284,-85.4468,2023-09-02T03:11:10.474,,,,,,,,,,,,,,,,
86.1199,84.8341,84.55,85.7808,-98.1534,-100.444,-91.0305,-86.099,2023-09-02T03:11:18.474,,,,,,,,,,,,,,,,
85.719,84.4343,84.1466,85.3803,-97.6151,-99.8605,-91.1157,-86.6406,2023-09-02T03:11:26.474,,,,,,,,,,,,,,,,
85.3175,84.0341,83.7434,84.9791,-97.1636,-99.3568,-91.1913,-87.0916,2023-09-02T03:11:34.474,,,,,,,,,,,,,,,,
84.9158,83.6333,83.3399,84.5779,-96.7864,-98.9128,-91.2547,-87.4779,2023-09-02T03:11:42.474,,,,,,,,,,,,,,,,
84.5138,83.2325,82.9368,84.1761,-96.4588,-98.5255,-91.3139,-87.8065,2023-09-02T03:11:50.474,,,,,,,,,,,,,,,,
84.112,82.8312,82.5337,83.7746,-96.1823,-98.1816,-91.3667,-88.0974,2023-09-02T03:11:58.474,,,,,,,,,,,,,,,,
83.7099,82.4298,82.1306,83.373,-95.9414,-97.874,-91.4137,-88.3531,2023-09-02T03:12:06.474,,,,,,,,,,,,,,,,
83.3078,82.0282,81.7274,82.9713,-95.7292,-97.5971,-91.4558,-88.5792,2023-09-02T03:12:14.474,,,,,,,,,,,,,,,,
82.9056,81.6265,81.3244,82.5694,-95.5405,-97.3473,-91.4944,-88.7804,2023-09-02T03:12:22.474,,,,,,,,,,,,,,,,
82.5034,81.2245,80.9212,82.1676,-95.373,-97.12,-91.5291,-88.9615,2023-09-02T03:12:30.474,,,,,,,,,,,,,,,,
82.101,80.8225,80.5181,81.7657,-95.2219,-96.9122,-91.5605,-89.1244,2023-09-02T03:12:38.474,,,,,,,,,,,,,,,,
81.6986,80.4204,80.1151,81.3636,-95.0852,-96.723,-91.5901,-89.2716,2023-09-02T03:12:46.474,,,,,,,,,,,,,,,,
81.2963,80.0182,79.7122,80.9617,-94.9623,-96.549,-91.6173,-89.4068,2023-09-02T03:12:54.474,,,,,,,,,,,,,,,,
