Latitude_1,Latitude_2,Latitude_3,Latitude_4,Longitude_1,Longitude_2,Longitude_3,Longitude_4,Timestamp,Mg,Peak_Amplitude@Mg,Al,Peak_Amplitude@Al,Si,Peak_Amplitude@Si,Fe,Peak_Amplitude@Fe,Ca,Peak_Amplitude@Ca,Ti,Peak_Amplitude@Ti,Cr,Peak_Amplitude@Cr,O,Peak_Amplitude@O
-83.1673,-84.4619,-84.8294,-83.5711,112.211,106.484,117.514,121.005,2023-03-04T20:58:23.377,,,,,,,,,,,,,,,,
-83.5407,-84.8154,-85.2149,-83.9647,110.834,104.367,116.068,120.083,2023-03-04T20:58:31.377,,,,,,,,,,,,,,,,
-83.9099,-85.161,-85.5968,-84.3565,109.29,101.944,114.369,119.032,2023-03-04T20:58:39.377,,,,,,,,,,,,,,,,
-84.2742,-85.4966,-85.9742,-84.7461,107.547,99.1538,112.35,117.825,2023-03-04T20:58:47.377,,,,,,,,,,,,,,,,
-84.6325,-85.8198,-86.3456,-85.1332,105.569,95.9233,109.917,116.424,2023-03-04T20:58:55.377,,,,,,,,,,,,,,,,
-84.9836,-86.1276,-86.709,-85.5168,103.311,92.1647,106.94,114.784,2023-03-04T20:59:03.377,,,,,,,,,,,,,,,,
-85.3257,-86.4159,-87.0613,-85.8962,100.717,87.7792,103.236,112.837,2023-03-04T20:59:11.377,,,,,,,,,,,,,,,,
-85.6567,-86.6796,-87.3981,-86.2699,97.7207,82.6625,98.5498,110.498,2023-03-04T20:59:19.377,,,,,,,,,,,,,,,,
-85.974,-86.9125,-87.7125,-86.636,94.2411,76.7193,92.5245,107.643,2023-03-04T20:59:27.377,,,,,,,,,,,,,,,,
-86.2739,-87.9939,-87.3331,-86.9917,90.1836,84.6997,99.635,104.103,2023-03-04T20:59:35.377,,,,,,,,,,,,,,,,
-87.1071,-88.2264,-87.6535,-86.552,69.8931,74.5863,93.9035,85.4439,2023-03-04T20:59:43.377,,,,,,,,,,,,,,,,
-87.2551,-88.3888,-87.9434,-86.8025,62.2099,61.9554,86.4617,79.9181,2023-03-04T20:59:51.377,,,,,,,,,,,,,,,,
-87.3489,-88.4587,-88.1878,-87.0185,53.8194,47.3805,76.806,73.5232,2023-03-04T20:59:59.377,,,,,,,,,,,,,,,,
-87.3824,-88.4237,-88.3664,-87.1919,45.0175,32.4736,64.6147,66.2363,2023-03-04T21:00:07.377,,,,,,,,,,,,,,,,
-87.2638,-88.4237,-88.3664,-87.379,27.7657,32.4736,64.6147,49.4614,2023-03-04T21:00:15.377,,,,,,,,,,,,,,,,
-87.1193,-88.2902,-88.4559,-87.3813,20.0207,19.064,50.2656,40.5581,2023-03-04T21:00:23.377,,,,,,,,,,,,,,,,
-86.9277,-88.0786,-88.4409,-87.321,13.126,8.0941,35.2123,31.8473,2023-03-04T21:00:31.377,,,,,,,,,,,,,,,,
-86.697,-87.8115,-88.3243,-87.2023,7.1172,-0.4574,21.3636,23.6982,2023-03-04T21:00:39.377,,,,,,,,,,,,,,,,
