Latitude_1,Latitude_2,Latitude_3,Latitude_4,Longitude_1,Longitude_2,Longitude_3,Longitude_4,Timestamp,Mg,Peak_Amplitude@Mg,Al,Peak_Amplitude@Al,Si,Peak_Amplitude@Si,Fe,Peak_Amplitude@Fe,Ca,Peak_Amplitude@Ca,Ti,Peak_Amplitude@Ti,Cr,Peak_Amplitude@Cr,O,Peak_Amplitude@O
-83.4408,-84.6084,-84.6664,-83.4957,43.0146,42.0611,50.2255,49.7067,2023-10-02T22:08:12.488,,,,,,,,,,,,,,,,
-83.0304,-84.1964,-84.2586,-83.0889,42.9375,42.035,49.6024,49.2226,2023-10-02T22:08:20.488,,,,,,,,,,,,,,,,
-82.62,-83.7845,-83.8501,-82.6816,42.8679,42.0159,49.0659,48.7913,2023-10-02T22:08:28.488,,,,,,,,,,,,,,,,
-82.2095,-83.3726,-83.4412,-82.2738,42.8061,41.9977,48.595,48.4061,2023-10-02T22:08:36.488,,,,,,,,,,,,,,,,
-81.7989,-82.9606,-83.0318,-81.8656,42.7496,41.9824,48.1802,48.0587,2023-10-02T22:08:44.488,,,,,,,,,,,,,,,,
-81.3881,-82.5484,-82.622,-81.4571,42.6981,41.9678,47.8104,47.7441,2023-10-02T22:08:52.488,,,,,,,,,,,,,,,,
-80.9773,-82.1362,-82.2118,-81.0482,42.6511,41.9541,47.479,47.4581,2023-10-02T22:09:00.488,,,,,,,,,,,,,,,,
-80.5664,-81.7239,-81.8013,-80.6391,42.6078,41.9416,47.1807,47.1969,2023-10-02T22:09:08.488,,,,,,,,,,,,,,,,
-80.1553,-81.3115,-81.3905,-80.2296,42.5679,41.93,46.9108,46.9573,2023-10-02T22:09:16.488,,,,,,,,,,,,,,,,
-79.7442,-80.899,-80.9795,-79.82,42.5308,41.9189,46.6648,46.7367,2023-10-02T22:09:24.488,,,,,,,,,,,,,,,,
-79.3331,-80.4865,-80.5682,-79.4102,42.4961,41.9087,46.4403,46.5329,2023-10-02T22:09:32.488,,,,,,,,,,,,,,,,
-78.9219,-80.074,-80.1568,-79.0001,42.4641,41.899,46.2344,46.3443,2023-10-02T22:09:40.488,,,,,,,,,,,,,,,,
-78.5106,-79.6613,-79.7452,-78.5898,42.4339,41.8898,46.0448,46.169,2023-10-02T22:09:48.488,,,,,,,,,,,,,,,,
-78.0992,-79.2486,-79.3333,-78.1794,42.4057,41.8812,45.8697,46.0057,2023-10-02T22:09:56.488,,,,,,,,,,,,,,,,
-77.6877,-78.8358,-78.9214,-77.7688,42.3796,41.873,45.7076,45.8537,2023-10-02T22:10:04.488,,,,,,,,,,,,,,,,
-77.2761,-78.4229,-78.5092,-77.358,42.3543,41.8658,45.5574,45.7107,2023-10-02T22:10:12.488,,,,,,,,,,,,,,,,
-76.8644,-78.0099,-78.0969,-76.9471,42.3309,41.8578,45.4165,45.5771,2023-10-02T22:10:20.488,,,,,,,,,,,,,,,,
-76.4526,-77.5969,-77.6845,-76.536,42.3082,41.851,45.2858,45.451,2023-10-02T22:10:28.488,,,,,,,,,,,,,,,,
-76.0409,-77.1838,-77.2719,-76.1248,42.2873,41.8436,45.1626,45.3329,2023-10-02T22:10:36.488,,,,,,,,,,,,,,,,
