Latitude_1,Latitude_2,Latitude_3,Latitude_4,Longitude_1,Longitude_2,Longitude_3,Longitude_4,Timestamp,Mg,Peak_Amplitude@Mg,Al,Peak_Amplitude@Al,Si,Peak_Amplitude@Si,Fe,Peak_Amplitude@Fe,Ca,Peak_Amplitude@Ca,Ti,Peak_Amplitude@Ti,Cr,Peak_Amplitude@Cr,O,Peak_Amplitude@O
65.957,64.7942,64.7901,65.9528,-132.917,-132.889,-131.13,-131.075,2023-01-15T20:41:05.859,,,,,,,,,,,,,,,,
66.369,65.2066,65.2024,66.3647,-132.929,-132.901,-131.111,-131.054,2023-01-15T20:41:13.859,,,,,,,,,,,,,,,,
66.781,65.6174,65.6131,66.7767,-132.941,-132.912,-131.091,-131.032,2023-01-15T20:41:21.859,,,,,,,,,,,,,,,,
67.193,66.0281,66.0238,67.1885,-132.955,-132.924,-131.071,-131.009,2023-01-15T20:41:29.859,,,,,,,,,,,,,,,,
67.6049,66.4387,66.4343,67.6003,-132.968,-132.937,-131.05,-130.986,2023-01-15T20:41:37.859,,,,,,,,,,,,,,,,
68.0165,66.8493,66.8448,68.0119,-132.983,-132.95,-131.028,-130.961,2023-01-15T20:41:45.859,,,,,,,,,,,,,,,,
68.4283,67.2597,67.2551,68.4236,-132.997,-132.963,-131.005,-130.936,2023-01-15T20:41:53.859,,,,,,,,,,,,,,,,
68.8399,67.6702,67.6655,68.8351,-133.012,-132.977,-130.981,-130.909,2023-01-15T20:42:01.859,,,,,,,,,,,,,,,,
69.252,68.0804,68.0757,69.2471,-133.029,-132.991,-130.956,-130.881,2023-01-15T20:42:09.859,,,,,,,,,,,,,,,,
69.663,68.4912,68.4864,69.658,-133.045,-133.006,-130.931,-130.852,2023-01-15T20:42:17.859,,,,,,,,,,,,,,,,
70.0743,68.9009,68.896,70.0692,-133.062,-133.021,-130.904,-130.822,2023-01-15T20:42:25.859,,,,,,,,,,,,,,,,
70.4858,69.3109,69.3058,70.4805,-133.079,-133.037,-130.876,-130.79,2023-01-15T20:42:33.859,,,,,,,,,,,,,,,,
