Latitude_Min,Latitude_Max,Longitude_Min,Longitude_Max,Average_Ti_Si_Ratio
-75.57295960428704,-75.16075845012381,-78.83223133111056,-77.20049312677364,0.05277164257036013
-75.57295960428704,-75.16075845012381,-77.20049312677364,-75.56875492243671,0.05277164257036013
-75.57295960428704,-75.16075845012381,-75.56875492243671,-73.93701671809978,0.05277164257036013
-75.57295960428704,-75.16075845012381,-73.93701671809978,-72.30527851376286,0.05277164257036013
-75.16075845012381,-74.74855729596058,-78.36649701942224,-76.77847353535071,0.05277164257036013
-75.16075845012381,-74.74855729596058,-76.77847353535071,-75.19045005127919,0.05277164257036013
-75.16075845012381,-74.74855729596058,-75.19045005127919,-73.60242656720766,0.05277164257036013
-75.16075845012381,-74.74855729596058,-73.60242656720766,-72.01440308313613,0.05277164257036013
-74.74855729596058,-74.33635614179735,-77.91992038652143,-76.37325251358993,0.05277164257036013
-74.74855729596058,-74.33635614179735,-76.37325251358993,-74.82658464065844,0.05277164257036013
-74.74855729596058,-74.33635614179735,-74.82658464065844,-73.27991676772695,0.05277164257036013
-74.74855729596058,-74.33635614179735,-73.27991676772695,-71.73324889479545,0.05277164257036013
-74.33635614179735,-73.92415498763413,-77.49084213253525,-75.98335451683724,0.05277164257036013
-74.33635614179735,-73.92415498763413,-75.98335451683724,-74.47586690113923,0.05277164257036013
-74.33635614179735,-73.92415498763413,-74.47586690113923,-72.96837928544122,0.05277164257036013
-74.33635614179735,-73.92415498763413,-72.96837928544122,-71.4608916697432,0.05277164257036013
-73.92415498763413,-73.5119538334709,-78.54808785593619,-77.07777028863092,0.05277164257036013
-73.92415498763413,-73.5119538334709,-77.07777028863092,-75.60745272132564,0.05277164257036013
-73.92415498763413,-73.5119538334709,-75.60745272132564,-74.13713515402037,0.05277164257036013
-73.92415498763413,-73.5119538334709,-74.13713515402037,-72.6668175867151,0.05277164257036013
-73.92415498763413,-73.5119538334709,-72.6668175867151,-71.19650001940983,0.05277164257036013
-72.68755152514444,-72.27535037098122,-43.05496009754563,-41.68550969852109,0.002510403709377726
-72.68755152514444,-72.27535037098122,-41.68550969852109,-40.316059299496544,0.002510403709377726
-72.27535037098122,-71.86314921681799,-43.42525101331785,-42.086282885997434,0.002510403709377726
-72.27535037098122,-71.86314921681799,-42.086282885997434,-40.74731475867702,0.002510403709377726
-72.27535037098122,-71.86314921681799,-40.74731475867702,-39.40834663135661,0.002510403709377726
-71.86314921681799,-71.45094806265476,-43.77251919038008,-42.46263956721066,0.002510403709377726
-71.86314921681799,-71.45094806265476,-42.46263956721066,-41.152759944041236,0.002510403709377726
-71.86314921681799,-71.45094806265476,-41.152759944041236,-39.842880320871814,0.002510403709377726
-71.45094806265476,-71.03874690849153,-44.09813533814906,-42.81604227530141,0.002510403709377726
-71.45094806265476,-71.03874690849153,-42.81604227530141,-41.53394921245376,0.002510403709377726
-71.45094806265476,-71.03874690849153,-41.53394921245376,-40.25185614960611,0.002510403709377726
-71.45094806265476,-71.03874690849153,77.70070563237772,78.98279869522537,0.02054380719436658
-71.45094806265476,-71.03874690849153,78.98279869522537,80.26489175807302,0.02054380719436658
-71.45094806265476,-71.03874690849153,80.26489175807302,81.54698482092067,0.02054380719436658
-71.03874690849153,-70.6265457543283,-43.14782696585968,-41.892302442610685,0.002510403709377726
-71.03874690849153,-70.6265457543283,-41.892302442610685,-40.63677791936169,0.002510403709377726
-71.03874690849153,-70.6265457543283,-40.63677791936169,-39.3812533961127,0.002510403709377726
-71.03874690849153,-70.6265457543283,77.38252726604372,78.63805178929272,0.02054380719436658
-71.03874690849153,-70.6265457543283,78.63805178929272,79.89357631254171,0.02054380719436658
-71.03874690849153,-70.6265457543283,79.89357631254171,81.1491008357907,0.02054380719436658
-70.6265457543283,-70.21434460016508,-43.459216321864744,-42.22911917161127,0.018744018161219865
-70.6265457543283,-70.21434460016508,-42.22911917161127,-40.9990220213578,0.018744018161219865
-70.6265457543283,-70.21434460016508,-40.9990220213578,-39.76892487110433,0.018744018161219865
-70.6265457543283,-70.21434460016508,77.09030440297539,78.32040155322886,0.02054380719436658
-70.6265457543283,-70.21434460016508,78.32040155322886,79.55049870348233,0.02054380719436658
-70.6265457543283,-70.21434460016508,79.55049870348233,80.7805958537358,0.02054380719436658
-70.6265457543283,-70.21434460016508,80.7805958537358,82.01069300398927,0.02054380719436658
-70.21434460016508,-69.80214344600185,-43.75133141248355,-42.54559098250553,0.018744018161219865
-70.21434460016508,-69.80214344600185,-42.54559098250553,-41.33985055252751,0.018744018161219865
-70.21434460016508,-69.80214344600185,-41.33985055252751,-40.13411012254949,0.018744018161219865
-70.21434460016508,-69.80214344600185,78.02845201529664,79.23419244527463,0.02054380719436658
-70.21434460016508,-69.80214344600185,79.23419244527463,80.43993287525268,0.02054380719436658
-70.21434460016508,-69.80214344600185,80.43993287525268,81.64567330523073,0.02054380719436658
-69.80214344600185,-69.38994229183862,-44.025201938470104,-42.842812390108975,0.018744018161219865
-69.80214344600185,-69.38994229183862,-42.842812390108975,-41.660422841747845,0.018744018161219865
-69.80214344600185,-69.38994229183862,-41.660422841747845,-40.478033293386716,0.018744018161219865
-69.38994229183862,-68.9777411376754,-43.121790433309,-41.96180560647264,0.018744018161219865
-69.38994229183862,-68.9777411376754,-41.96180560647264,-40.80182077963627,0.018744018161219865
-69.38994229183862,-68.9777411376754,-40.80182077963627,-39.64183595279991,0.018744018161219865
-68.9777411376754,-68.56553998351217,-43.383453149604065,-42.244981925850766,0.018744018161219865
-68.9777411376754,-68.56553998351217,-42.244981925850766,-41.10651070209747,0.018744018161219865
-68.9777411376754,-68.56553998351217,-41.10651070209747,-39.96803947834417,0.018744018161219865
-68.56553998351217,-68.15333882934894,2.201056522987784,3.3188544157668503,0.02886276203953713
-68.56553998351217,-68.15333882934894,3.3188544157668503,4.436652308545916,0.02886276203953713
-68.56553998351217,-68.15333882934894,4.436652308545916,5.554450201324983,0.02886276203953713
-68.15333882934894,-67.74113767518571,2.2543532770150136,3.3522710678404053,0.02886276203953713
-68.15333882934894,-67.74113767518571,3.3522710678404053,4.450188858665797,0.02886276203953713
-68.15333882934894,-67.74113767518571,4.450188858665797,5.548106649491189,0.02886276203953713
-67.74113767518571,-67.32893652102248,1.2362712954625295,2.3150586246021874,0.02886276203953713
-67.74113767518571,-67.32893652102248,2.3150586246021874,3.3938459537418453,0.02886276203953713
-67.74113767518571,-67.32893652102248,3.3938459537418453,4.472633282881503,0.02886276203953713
-67.74113767518571,-67.32893652102248,4.472633282881503,5.551420612021161,0.02886276203953713
-67.32893652102248,-66.91673536685926,1.322596621938601,2.382962684055201,0.02886276203953713
-67.32893652102248,-66.91673536685926,2.382962684055201,3.443328746171801,0.02886276203953713
-67.32893652102248,-66.91673536685926,3.443328746171801,4.503694808288401,0.02886276203953713
-67.32893652102248,-66.91673536685926,4.503694808288401,5.564060870405001,0.02886276203953713
-66.50453421269603,-66.0923330585328,1.5141027818389716,2.5396061873860845,0.04190396292958901
-66.50453421269603,-66.0923330585328,2.5396061873860845,3.5651095929331973,0.04190396292958901
-66.50453421269603,-66.0923330585328,3.5651095929331973,4.59061299848031,0.04190396292958901
-66.0923330585328,-65.68013190436957,1.6190062014845807,2.6280006803817173,0.04190396292958901
-66.0923330585328,-65.68013190436957,2.6280006803817173,3.636995159278854,0.04190396292958901
-66.0923330585328,-65.68013190436957,3.636995159278854,4.64598963817599,0.04190396292958901
-65.68013190436957,-65.26793075020635,1.7298424047802712,2.7229016528938246,0.04190396292958901
-65.68013190436957,-65.26793075020635,2.7229016528938246,3.715960901007378,0.04190396292958901
-65.68013190436957,-65.26793075020635,3.715960901007378,4.709020149120931,0.04190396292958901
-65.26793075020635,-64.85572959604312,1.8464976707822984,2.8241670130983323,0.04190396292958901
-65.26793075020635,-64.85572959604312,2.8241670130983323,3.801836355414366,0.04190396292958901
-65.26793075020635,-64.85572959604312,3.801836355414366,4.7795056977304,0.04190396292958901
-63.619126133553436,-63.20692497939021,-142.2366554952887,-141.31559831224695,0.025106613606698174
-63.619126133553436,-63.20692497939021,-141.31559831224695,-140.3945411292052,0.025106613606698174
-63.619126133553436,-63.20692497939021,-140.3945411292052,-139.47348394616347,0.025106613606698174
-63.619126133553436,-63.20692497939021,-139.47348394616347,-138.55242676312173,0.025106613606698174
-63.20692497939021,-62.79472382522698,-141.86282026485185,-140.95479217591975,0.023526644865815294
-63.20692497939021,-62.79472382522698,-140.95479217591975,-140.04676408698765,0.023526644865815294
-63.20692497939021,-62.79472382522698,-140.04676408698765,-139.13873599805555,0.023526644865815294
-62.79472382522698,-62.382522671063754,-142.39285708370056,-141.49744891902677,0.023526644865815294
-62.79472382522698,-62.382522671063754,-141.49744891902677,-140.60204075435297,0.023526644865815294
-62.79472382522698,-62.382522671063754,-140.60204075435297,-139.70663258967917,0.023526644865815294
-62.79472382522698,-62.382522671063754,-139.70663258967917,-138.81122442500538,0.023526644865815294
-62.382522671063754,-61.970321516900526,-142.02328993351387,-141.1401106296421,0.023526644865815294
-62.382522671063754,-61.970321516900526,-141.1401106296421,-140.25693132577032,0.023526644865815294
-62.382522671063754,-61.970321516900526,-140.25693132577032,-139.37375202189855,0.023526644865815294
-61.970321516900526,-61.5581203627373,-141.6617238080671,-140.79039934915954,0.021946676124932417
-61.970321516900526,-61.5581203627373,-140.79039934915954,-139.91907489025198,0.021946676124932417
-61.970321516900526,-61.5581203627373,-139.91907489025198,-139.0477504313444,0.021946676124932417
-61.5581203627373,-61.14591920857407,1.4236161690668325,2.28344373384914,0.046125651588076286
-61.5581203627373,-61.14591920857407,2.28344373384914,3.143271298631447,0.046125651588076286
-61.5581203627373,-61.14591920857407,3.143271298631447,4.003098863413754,0.046125651588076286
-61.5581203627373,-61.14591920857407,4.003098863413754,4.862926428196062,0.046125651588076286
-61.14591920857407,-60.73371805441084,1.616122460531301,2.464795929973036,0.046125651588076286
-61.14591920857407,-60.73371805441084,2.464795929973036,3.313469399414771,0.046125651588076286
-61.14591920857407,-60.73371805441084,3.313469399414771,4.162142868856506,0.046125651588076286
-60.73371805441084,-60.321516900247616,1.8129877787298483,2.650835648677912,0.046125651588076286
-60.73371805441084,-60.321516900247616,2.650835648677912,3.488683518625976,0.046125651588076286
-60.73371805441084,-60.321516900247616,3.488683518625976,4.32653138857404,0.046125651588076286
-60.321516900247616,-59.90931574608439,2.014195865646684,2.8415331195814417,0.046125651588076286
-60.321516900247616,-59.90931574608439,2.8415331195814417,3.6688703735161994,0.046125651588076286
-60.321516900247616,-59.90931574608439,3.6688703735161994,4.496207627450957,0.046125651588076286
-54.1384995877992,-53.726298433635975,109.87519003457709,110.57537165301812,0.01885883284666881
-54.1384995877992,-53.726298433635975,110.57537165301812,111.2755532714591,0.01885883284666881
-54.1384995877992,-53.726298433635975,111.2755532714591,111.97573488990008,0.01885883284666881
-53.726298433635975,-53.31409727947275,109.82072821466295,110.51407923909994,0.01713268930482856
-53.726298433635975,-53.31409727947275,110.51407923909994,111.20743026353693,0.01713268930482856
-53.726298433635975,-53.31409727947275,111.20743026353693,111.90078128797393,0.01713268930482856
-53.31409727947275,-52.90189612530952,109.78217215788345,110.46885976963199,0.01713268930482856
-53.31409727947275,-52.90189612530952,110.46885976963199,111.15554738138053,0.01713268930482856
-53.31409727947275,-52.90189612530952,111.15554738138053,111.84223499312907,0.01713268930482856
-52.90189612530952,-52.48969497114629,109.75920451354887,110.43939043963701,0.01713268930482856
-52.90189612530952,-52.48969497114629,110.43939043963701,111.11957636572515,0.01713268930482856
-52.90189612530952,-52.48969497114629,111.11957636572515,111.7997622918133,0.01713268930482856
-52.48969497114629,-52.077493816983065,109.75152379822816,110.4253645512473,0.015406545762988314
-52.48969497114629,-52.077493816983065,110.4253645512473,111.09920530426643,0.015406545762988314
-52.48969497114629,-52.077493816983065,111.09920530426643,111.77304605728557,0.015406545762988314
-52.077493816983065,-51.66529266281984,63.69119332795151,64.3588404329596,0.030950407802766693
-52.077493816983065,-51.66529266281984,64.3588404329596,65.02648753796768,0.030950407802766693
-52.077493816983065,-51.66529266281984,65.02648753796768,65.69413464297577,0.030950407802766693
-52.077493816983065,-51.66529266281984,120.44119725363885,121.10884435864693,0.011873361270605407
-52.077493816983065,-51.66529266281984,121.10884435864693,121.77649146365502,0.011873361270605407
-52.077493816983065,-51.66529266281984,121.77649146365502,122.4441385686631,0.011873361270605407
-51.66529266281984,-51.25309150865661,63.46887702528329,64.13047723459113,0.03126931303016266
-51.66529266281984,-51.25309150865661,64.13047723459113,64.79207744389896,0.03126931303016266
-51.66529266281984,-51.25309150865661,64.79207744389896,65.4536776532068,0.03126931303016266
-51.66529266281984,-51.25309150865661,120.3664950257571,121.02809523506494,0.011873361270605407
-51.66529266281984,-51.25309150865661,121.02809523506494,121.68969544437277,0.011873361270605407
-51.66529266281984,-51.25309150865661,121.68969544437277,122.35129565368061,0.011873361270605407
-51.25309150865661,-50.84089035449338,-132.13422874742585,-131.47853325081525,0.00499967364429555
-51.25309150865661,-50.84089035449338,-131.47853325081525,-130.82283775420464,0.00499967364429555
-51.25309150865661,-50.84089035449338,-130.82283775420464,-130.16714225759404,0.00499967364429555
-51.25309150865661,-50.84089035449338,63.26302924253437,63.91872473914498,0.03126931303016266
-51.25309150865661,-50.84089035449338,63.91872473914498,64.57442023575558,0.03126931303016266
-51.25309150865661,-50.84089035449338,64.57442023575558,65.23011573236619,0.03126931303016266
-51.25309150865661,-50.84089035449338,65.23011573236619,65.88581122897679,0.03126931303016266
-51.25309150865661,-50.84089035449338,120.30853744765699,120.96423294426756,0.011873361270605407
-51.25309150865661,-50.84089035449338,120.96423294426756,121.6199284408782,0.011873361270605407
-51.25309150865661,-50.84089035449338,121.6199284408782,122.27562393748883,0.011873361270605407
-50.84089035449338,-50.428689200330155,-132.55521289976818,-131.90528430935404,0.00499967364429555
-50.84089035449338,-50.428689200330155,-131.90528430935404,-131.2553557189399,0.00499967364429555
-50.84089035449338,-50.428689200330155,-131.2553557189399,-130.60542712852578,0.00499967364429555
-50.84089035449338,-50.428689200330155,-130.60542712852578,-129.95549853811164,0.00499967364429555
-50.84089035449338,-50.428689200330155,63.72322140530045,64.37314999571458,0.030752529557631192
-50.84089035449338,-50.428689200330155,64.37314999571458,65.02307858612872,0.030752529557631192
-50.84089035449338,-50.428689200330155,65.02307858612872,65.67300717654285,0.030752529557631192
-50.84089035449338,-50.428689200330155,120.26700877133015,120.91693736174432,0.011873361270605407
-50.84089035449338,-50.428689200330155,120.91693736174432,121.56686595215842,0.011873361270605407
-50.84089035449338,-50.428689200330155,121.56686595215842,122.21679454257253,0.011873361270605407
-50.84089035449338,-50.428689200330155,125.46643749464323,126.1163660850574,0.00417693051021518
-50.84089035449338,-50.428689200330155,126.1163660850574,126.7662946754715,0.00417693051021518
-50.428689200330155,-50.01648804616693,-132.32214801834363,-131.67785272129422,0.00499967364429555
-50.428689200330155,-50.01648804616693,-131.67785272129422,-131.0335574242448,0.00499967364429555
-50.428689200330155,-50.01648804616693,-131.0335574242448,-130.3892621271954,0.00499967364429555
-50.428689200330155,-50.01648804616693,63.543622284677156,64.18791758172657,0.03571617647248315
-50.428689200330155,-50.01648804616693,64.18791758172657,64.83221287877598,0.03571617647248315
-50.428689200330155,-50.01648804616693,64.83221287877598,65.47650817582539,0.03571617647248315
-50.428689200330155,-50.01648804616693,125.39597080142056,126.04026609846994,0.00417693051021518
-50.428689200330155,-50.01648804616693,126.04026609846994,126.68456139551938,0.00417693051021518
-50.01648804616693,-49.6042868920037,-132.09063027582062,-131.45183867949822,0.00499967364429555
-50.01648804616693,-49.6042868920037,-131.45183867949822,-130.81304708317583,0.00499967364429555
-50.01648804616693,-49.6042868920037,-130.81304708317583,-130.17425548685344,0.00499967364429555
-50.01648804616693,-49.6042868920037,63.379598198831275,64.01838979515367,0.04041143228439099
-50.01648804616693,-49.6042868920037,64.01838979515367,64.65718139147606,0.04041143228439099
-50.01648804616693,-49.6042868920037,64.65718139147606,65.29597298779845,0.04041143228439099
-50.01648804616693,-49.6042868920037,65.29597298779845,65.93476458412084,0.04041143228439099
-50.01648804616693,-49.6042868920037,120.23205027152414,120.87084186784654,0.025906103315780516
-50.01648804616693,-49.6042868920037,120.87084186784654,121.50963346416893,0.025906103315780516
-50.01648804616693,-49.6042868920037,121.50963346416893,122.14842506049132,0.025906103315780516
-50.01648804616693,-49.6042868920037,125.34238304210328,125.98117463842567,0.00417693051021518
-50.01648804616693,-49.6042868920037,125.98117463842567,126.61996623474806,0.00417693051021518
-50.01648804616693,-49.6042868920037,126.61996623474806,127.25875783107045,0.00417693051021518
-49.6042868920037,-49.19208573784047,63.230834966834664,63.864248599560796,0.04041143228439099
-49.6042868920037,-49.19208573784047,63.864248599560796,64.49766223228693,0.04041143228439099
-49.6042868920037,-49.19208573784047,64.49766223228693,65.13107586501306,0.04041143228439099
-49.6042868920037,-49.19208573784047,65.13107586501306,65.76448949773919,0.04041143228439099
-49.6042868920037,-49.19208573784047,120.23806191218654,120.87147554491264,0.025906103315780516
-49.6042868920037,-49.19208573784047,120.87147554491264,121.5048891776388,0.025906103315780516
-49.6042868920037,-49.19208573784047,121.5048891776388,122.13830281036496,0.025906103315780516
-49.6042868920037,-49.19208573784047,125.3053709739956,125.9387846067217,0.00417693051021518
-49.6042868920037,-49.19208573784047,125.9387846067217,126.57219823944786,0.00417693051021518
-49.6042868920037,-49.19208573784047,126.57219823944786,127.20561187217402,0.00417693051021518
-49.19208573784047,-48.779884583677244,63.09703267993925,63.72519038712255,0.03528498976337823
-49.19208573784047,-48.779884583677244,63.72519038712255,64.35334809430586,0.03576995610329973
-49.19208573784047,-48.779884583677244,64.35334809430586,64.98150580148916,0.03576995610329973
-49.19208573784047,-48.779884583677244,64.98150580148916,65.60966350867247,0.03576995610329973
-49.19208573784047,-48.779884583677244,100.15833740375427,100.78649511093761,0.004383921745594237
-49.19208573784047,-48.779884583677244,100.78649511093761,101.41465281812089,0.004383921745594237
-49.19208573784047,-48.779884583677244,101.41465281812089,102.04281052530416,0.004383921745594237
-49.19208573784047,-48.779884583677244,120.25938403362005,120.88754174080339,0.027465188805990595
-49.19208573784047,-48.779884583677244,120.88754174080339,121.51569944798666,0.027465188805990595
-49.19208573784047,-48.779884583677244,121.51569944798666,122.14385715516994,0.027465188805990595
-48.779884583677244,-48.36768342951402,63.600925289182015,64.22394555846381,0.029769085954377245
-48.779884583677244,-48.36768342951402,64.22394555846381,64.8469658277456,0.029769085954377245
-48.779884583677244,-48.36768342951402,64.8469658277456,65.4699860970274,0.029769085954377245
-48.779884583677244,-48.36768342951402,100.35912117680795,100.98214144608971,0.004383921745594237
-48.779884583677244,-48.36768342951402,100.98214144608971,101.60516171537154,0.004383921745594237
-48.779884583677244,-48.36768342951402,120.2957697938254,120.91879006310717,0.02231993392170202
-48.779884583677244,-48.36768342951402,120.91879006310717,121.54181033238899,0.02231993392170202
-48.779884583677244,-48.36768342951402,121.54181033238899,122.16483060167081,0.02231993392170202
-48.36768342951402,-47.95548227535079,-86.06431768457719,-85.4463197746073,0.031120158116580827
-48.36768342951402,-47.95548227535079,-85.4463197746073,-84.82832186463742,0.031120158116580827
-48.36768342951402,-47.95548227535079,-84.82832186463742,-84.21032395466753,0.031120158116580827
-48.36768342951402,-47.95548227535079,63.49117652813544,64.10917443810533,0.025896644486602373
-48.36768342951402,-47.95548227535079,64.10917443810533,64.72717234807521,0.025896644486602373
-48.36768342951402,-47.95548227535079,64.72717234807521,65.3451702580451,0.025896644486602373
-48.36768342951402,-47.95548227535079,99.95305321635874,100.57105112632865,0.004383921745594237
-48.36768342951402,-47.95548227535079,100.57105112632865,101.18904903629857,0.004383921745594237
-48.36768342951402,-47.95548227535079,101.18904903629857,101.80704694626843,0.004383921745594237
-48.36768342951402,-47.95548227535079,120.34698424536504,120.96498215533495,0.024683681548899463
-48.36768342951402,-47.95548227535079,120.96498215533495,121.58298006530481,0.024683681548899463
-48.36768342951402,-47.95548227535079,121.58298006530481,122.20097797527467,0.024683681548899463
-47.95548227535079,-47.54328112118756,-86.19763473404626,-85.58454737936682,0.031120158116580827
-47.95548227535079,-47.54328112118756,-85.58454737936682,-84.97146002468739,0.031120158116580827
-47.95548227535079,-47.54328112118756,-84.97146002468739,-84.35837267000795,0.031120158116580827
-47.95548227535079,-47.54328112118756,-47.57313138924178,-46.960044034562344,0.016653149122618355
-47.95548227535079,-47.54328112118756,-46.960044034562344,-46.34695667988291,0.016653149122618355
-47.95548227535079,-47.54328112118756,-46.34695667988291,-45.73386932520347,0.016653149122618355
-47.95548227535079,-47.54328112118756,-45.73386932520347,-45.120781970524035,0.016653149122618355
-47.95548227535079,-47.54328112118756,63.39567980773617,64.00876716241561,0.020023399384685326
-47.95548227535079,-47.54328112118756,64.00876716241561,64.62185451709504,0.020023399384685326
-47.95548227535079,-47.54328112118756,64.62185451709504,65.23494187177448,0.020023399384685326
-47.95548227535079,-47.54328112118756,65.23494187177448,65.84802922645392,0.017739112147073167
-47.95548227535079,-47.54328112118756,120.41280379292374,121.02589114760315,0.019351066224984535
-47.95548227535079,-47.54328112118756,121.02589114760315,121.63897850228261,0.019351066224984535
-47.95548227535079,-47.54328112118756,121.63897850228261,122.25206585696208,0.019351066224984535
-47.54328112118756,-47.131079967024334,-86.32403964544824,-85.7157541886005,0.031120158116580827
-47.54328112118756,-47.131079967024334,-85.7157541886005,-85.10746873175276,0.031120158116580827
-47.54328112118756,-47.131079967024334,-85.10746873175276,-84.49918327490502,0.031120158116580827
-47.54328112118756,-47.131079967024334,-47.39377040719296,-46.78548495034522,0.016653149122618355
-47.54328112118756,-47.131079967024334,-46.78548495034522,-46.17719949349748,0.016653149122618355
-47.54328112118756,-47.131079967024334,-46.17719949349748,-45.568914036649744,0.016653149122618355
-47.54328112118756,-47.131079967024334,-45.568914036649744,-44.960628579802005,0.016653149122618355
-47.54328112118756,-47.131079967024334,63.314182739095486,63.922468195943225,0.020023399384685326
-47.54328112118756,-47.131079967024334,63.922468195943225,64.53075365279096,0.020023399384685326
-47.54328112118756,-47.131079967024334,64.53075365279096,65.1390391096387,0.020023399384685326
-47.54328112118756,-47.131079967024334,65.1390391096387,65.74732456648644,0.020023399384685326
-47.54328112118756,-47.131079967024334,119.88473022593519,120.49301568278293,0.014164517199163668
-47.54328112118756,-47.131079967024334,120.49301568278293,121.10130113963066,0.014164517199163668
-47.54328112118756,-47.131079967024334,121.10130113963066,121.7095865964784,0.014164517199163668
-47.54328112118756,-47.131079967024334,121.7095865964784,122.31787205332614,0.014164517199163668
-47.131079967024334,-46.71887881286111,-86.44367526912148,-85.84008607730937,0.031120158116580827
-47.131079967024334,-46.71887881286111,-85.84008607730937,-85.23649688549725,0.031120158116580827
-47.131079967024334,-46.71887881286111,-85.23649688549725,-84.63290769368513,0.031120158116580827
-47.131079967024334,-46.71887881286111,-84.63290769368513,-84.02931850187301,0.031120158116580827
-47.131079967024334,-46.71887881286111,-47.21037780133372,-46.6067886095216,0.016653149122618355
-47.131079967024334,-46.71887881286111,-46.6067886095216,-46.00319941770948,0.016653149122618355
-47.131079967024334,-46.71887881286111,-46.00319941770948,-45.39961022589736,0.016653149122618355
-47.131079967024334,-46.71887881286111,63.24644430028414,63.85003349209626,0.0229801798835127
-47.131079967024334,-46.71887881286111,63.85003349209626,64.45362268390838,0.0229801798835127
-47.131079967024334,-46.71887881286111,64.45362268390838,65.0572118757205,0.0229801798835127
-47.131079967024334,-46.71887881286111,65.0572118757205,65.66080106753262,0.0229801798835127
-47.131079967024334,-46.71887881286111,109.72281206981734,110.32640126162948,0.027991432018239143
-47.131079967024334,-46.71887881286111,110.32640126162948,110.92999045344158,0.027991432018239143
-47.131079967024334,-46.71887881286111,110.92999045344158,111.53357964525367,0.027991432018239143
-47.131079967024334,-46.71887881286111,111.53357964525367,112.13716883706581,0.027991432018239143
-47.131079967024334,-46.71887881286111,119.9838283306234,120.58741752243549,0.01801843254247426
-47.131079967024334,-46.71887881286111,120.58741752243549,121.19100671424758,0.01801843254247426
-47.131079967024334,-46.71887881286111,121.19100671424758,121.79459590605973,0.01801843254247426
-47.131079967024334,-46.71887881286111,121.79459590605973,122.39818509787187,0.03299734619737284
-46.71887881286111,-46.30667765869788,-47.022965466460676,-46.4239698154087,0.016653149122618355
-46.71887881286111,-46.30667765869788,-46.4239698154087,-45.82497416435672,0.016653149122618355
-46.71887881286111,-46.30667765869788,-45.82497416435672,-45.22597851330474,0.016653149122618355
-46.71887881286111,-46.30667765869788,63.19223432710345,63.79122997815543,0.0324685110334873
