Latitude_1,Latitude_2,Latitude_3,Latitude_4,Longitude_1,Longitude_2,Longitude_3,Longitude_4,Timestamp,Mg,Peak_Amplitude@Mg,Sigma_Mg,Al,Peak_Amplitude@Al,Sigma_Al,Si,Peak_Amplitude@Si,Sigma_Si,Fe,Peak_Amplitude@Fe,Sigma_Fe,Ca,Peak_Amplitude@Ca,Sigma_Ca,Ti,Peak_Amplitude@Ti,Sigma_Ti,Cr,Peak_Amplitude@Cr,Sigma_Cr,O,Peak_Amplitude@O,Sigma_O,Solar_spec_Energy,Solar_spec_Amp,Solar_spec_Power,Reduced_ChiSq
-23.8744,-24.991,-24.994,-23.8774,-7.8784,-8.654,-7.8786,-7.8784,2020-02-06T07:43:43.492,1.26,0.5017867006850362,0.125,1.5,0.7597087132406418,0.0378595831481426,1.75,0.4584792427356779,0.125,6.41,1.3596341016117175,0.125,3.7,0.8904699472701814,0.125,4.51,1.6164920054408571,0.125,5.42,1.551660376374532,0.125,0.525,4.925061515288779,0.006177907755184,0.4999999999999998,3.2448455958968894,-0.3799379338021899,2.348642552710119
32.9572,31.8634,31.8618,32.9555,-21.683,-22.4882,-21.6896,-21.683,2020-02-07T09:35:10.529,1.26,0.5422886179708166,0.125,1.49,2.348579802669035,0.0554132566627751,1.75,0.31151188230332466,0.125,6.4,1.821000534129918,0.125,3.7,1.2253289632107056,0.125,4.52,1.0683979025586,0.125,5.418713433662507,1.430363377596952,0.125,0.525,1.968530215923507,0.0924200151067564,0.4797075400420444,4.115963425015103,-0.4118290772993008,2.632849786663446
33.3729,32.279,32.2774,33.3712,-21.681,-22.4901,-21.6879,-21.681,2020-02-07T09:35:18.529,1.26,0.4626493684512556,0.125,1.49,3.0666776891435648,0.0505686571760525,1.75,0.3509791378649949,0.125,6.41,1.4029360571957754,0.125,3.7,0.8020911257237933,0.125,4.52,1.3933686676890698,0.125,5.42,1.3859386602435435,0.125,0.535,1.551350434257404,0.125,0.4916557850627855,3.629155220345318,-0.3627011089885601,2.572797588866692
9.7389,8.6317,8.6309,9.7382,-23.878,-24.5798,-23.8793,-23.878,2020-02-07T13:23:34.529,1.26,0.34461937975009754,0.125,1.49,2.164761923489226,0.048847579929246,1.75,1.0179786149953296,0.0302239701160211,6.4,1.901617773392858,0.125,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.535,27.98070807681643,0.0050429037331677,0.4996157831280006,10.550988252530432,-0.2903236446993157,7.175259200426668
10.1534,9.0467,9.0459,10.1527,-23.8782,-24.5804,-23.8795,-23.8782,2020-02-07T13:23:42.529,1.26,0.35844435907546446,0.125,1.49,1.9728420267091953,0.0465291705944361,1.74,0.5154618591983795,0.0476798909238971,6.41,2.880639986200883,0.125,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.535,9.906980402808674,0.0177655499786781,0.4999999999999979,16.120801238149664,-0.2963565065086608,9.901351082146762
10.9826,9.8768,9.876,10.9818,-23.8785,-24.5816,-23.88,-23.8785,2020-02-07T13:23:58.529,1.26,0.4004853587532148,0.125,1.49,2.190155601517138,0.0436740417685359,1.74,0.7626689480709243,0.0713714584409462,nan,nan,nan,3.698215820832436,2.115730499198164,0.125,nan,nan,nan,5.41,2.316266562595297,0.125,0.535,4.942443026750637,0.0557866191016068,0.4970862815267645,9.002404689435993,-0.3250876517652275,6.83139882427151
-69.5417,-70.8177,-70.8224,-69.5463,-24.1355,-26.7276,-24.0739,-24.1355,2020-02-07T14:55:42.529,1.25,0.218157880442163,0.125,1.49,0.7275526950612187,0.0538538916684898,1.75,0.22136474749065757,0.125,nan,nan,nan,3.7,3.2905676106303714,0.125,nan,nan,nan,5.41,3.5734113719571767,0.125,nan,nan,nan,0.476126728222639,17.18976074596111,-0.2599462757585571,9.907276317975684
-85.2796,-86.5124,-86.6705,-85.3948,-54.47,-69.8015,-55.3261,-54.47,2020-02-09T15:58:39.344,1.25,0.2252564329504255,0.125,1.49,0.5578539465999681,0.0479057283789745,1.74,0.1807714909641889,0.1119945775587816,6.4,0.4024371981715672,0.0459240829757945,3.7,1.7467897965272898,0.125,4.51,2.331993073466013,0.1142963081599849,nan,nan,nan,0.535,1.30607476906368,0.125,0.4999999999999999,8.353230120512634,-0.2099113722245569,4.274144766644258
-82.8928,-84.1469,-84.2393,-82.9684,-53.7166,-62.571,-54.047,-53.7166,2020-02-09T15:59:27.344,1.25,0.3064810546257746,0.0902779881310648,1.5,0.8327091203427204,0.0225974696593014,1.75,0.5260008726255374,0.0861585264944648,6.4,1.89329115145599,0.0060388582994358,3.7,1.5269922420320832,0.125,4.52,1.7530146886786824,0.125,nan,nan,nan,0.535,1.3015075982900783,0.0663392997017828,0.4017521407814433,7.279514747453257,-0.2710035191935635,4.73703911809588
-80.4834,-81.7398,-81.8048,-80.5396,-53.3474,-59.5225,-53.5242,-53.3474,2020-02-09T16:00:15.344,1.25,0.22450841341646702,0.125,1.49,0.8527126210526987,0.024840632073529,1.75,0.3534097124928731,0.125,nan,nan,nan,nan,nan,nan,4.51,2.2751165733121907,0.125,nan,nan,nan,0.535,3.20897058172333,0.0415928451092462,0.4367057874728253,10.527660942343896,-0.2958689268041733,5.568325374841569
