Latitude_1,Latitude_2,Latitude_3,Latitude_4,Longitude_1,Longitude_2,Longitude_3,Longitude_4,Timestamp,Mg,Peak_Amplitude@Mg,Sigma_Mg,Al,Peak_Amplitude@Al,Sigma_Al,Si,Peak_Amplitude@Si,Sigma_Si,Fe,Peak_Amplitude@Fe,Sigma_Fe,Ca,Peak_Amplitude@Ca,Sigma_Ca,Ti,Peak_Amplitude@Ti,Sigma_Ti,Cr,Peak_Amplitude@Cr,Sigma_Cr,O,Peak_Amplitude@O,Sigma_O,Solar_spec_Energy,Solar_spec_Amp,Solar_spec_Power,Reduced_ChiSq
-0.9568,-2.0896,-2.1106,-0.9775,96.3406,95.5926,96.3125,96.3406,2020-10-01T04:18:29.131,1.25,0.20662049870136145,0.125,1.49,0.41992931741080847,0.0588810689649451,1.75,0.27186497132843623,0.125,6.4,2.0793968399714697,0.125,nan,nan,nan,nan,nan,nan,5.42,2.2301031236461566,0.125,0.535,3.642240543322613,0.03509053266049,0.4722416022088105,7.410119229695028,-0.2612248448518904,4.164025482905486
0.6895,-0.437,-0.4564,0.6707,96.3695,95.6229,96.343,96.3695,2020-10-01T04:19:01.131,1.25,0.13835376608843222,0.1110392278383767,1.49,0.8576371804025373,0.0328513934264216,1.74,0.43287553911270754,0.0607514082837823,nan,nan,nan,3.69,1.7030998164122546,0.125,4.51,2.043386951689488,0.125,5.42,0.9942894797578624,0.125,0.535,1.4748832171610735,0.0485343016240138,0.4374382330268525,7.060546583867616,-0.2754888868680999,4.712726934233778
2.3495,1.2154,1.1976,2.3321,96.399,95.6526,96.3736,96.399,2020-10-01T04:19:33.131,1.25,0.168181114591239,0.125,1.49,0.8267444120757568,0.0403476321859662,1.74,0.31471844619237255,0.125,6.4,1.7763846353088832,0.125,3.69,2.205749565835594,0.125,4.52,1.888922581860736,0.125,5.42,1.9534849543436668,0.125,0.535,2.820509580656997,0.125,0.3898560198233848,8.282668084270927,-0.2964667313025445,5.279269158627917
2.7628,1.6285,1.611,2.7458,96.4063,95.66,96.3813,96.4063,2020-10-01T04:19:41.131,1.25,0.21456090242997905,0.125,1.49,0.7448080650388367,0.0551032397517791,1.75,0.19597286443553383,0.125,6.41,1.7571980548211157,0.125,3.69,1.544620898552359,0.125,nan,nan,nan,5.42,2.4797174440700407,0.125,0.535,2.463014859826697,0.125,0.4066263781753768,9.58613789872785,-0.3093671500964292,5.339967917950526
3.176,2.0416,2.0245,3.1594,96.4139,95.6674,96.3891,96.4139,2020-10-01T04:19:49.131,1.25,0.3480222896137907,0.125,1.49,0.7950178863551479,0.0415149863521686,1.75,0.27256238641052405,0.125,6.4,3.010597532987014,0.004961932635008,nan,nan,nan,4.51,1.865552371397808,0.125,nan,nan,nan,nan,nan,nan,0.4999999999999669,7.833601507681793,-0.221850529925993,4.614736969794752
6.8949,5.7582,5.7447,6.8817,96.4821,95.7331,96.4603,96.4821,2020-10-01T04:21:01.131,1.25,0.2092716651195965,0.125,1.49,0.43354870936572054,0.058091599513792,1.75,0.3419270605010694,0.0912122864856599,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.535,2.234195244753986,0.125,0.3875117864180892,7.58478570518602,-0.2637217040570647,3.9739759398334566
7.308,6.1711,6.158,7.2953,96.4898,95.7404,96.4683,96.4898,2020-10-01T04:21:09.131,1.26,0.20512026120401056,0.125,1.49,0.39714897189647264,0.1078246724639885,1.75,0.1623866864822403,0.125,6.4,1.5819923985008435,0.125,3.69,1.595195144448586,0.125,4.52,1.4147066254493097,0.125,5.41,1.124703776020758,0.125,0.535,3.2280658293885933,0.066566256457481,0.483631342464881,6.169497904780629,-0.2543156743016969,3.717580169286668
8.1342,6.9967,6.9845,8.1223,96.5056,95.7549,96.4847,96.5056,2020-10-01T04:21:25.131,1.25,0.3200324616200297,0.125,1.49,0.715110424359396,0.0576769971144614,1.7421298213960223,0.2812528340521096,0.125,6.4,2.267509700983266,0.125,3.69,1.360459573883032,0.125,4.51,1.441977193263651,0.125,5.41,1.164598380178105,0.125,0.535,1.7363065582123582,0.125,0.4999999999999999,6.779460005438916,-0.2416320051026483,3.244999331135619
8.5474,7.4096,7.3977,8.5358,96.5133,95.7622,96.4929,96.5133,2020-10-01T04:21:33.131,1.26,0.2838464585547658,0.125,1.49,0.9208387211013892,0.0496298803239588,1.75,0.17833719435453851,0.0935380987251701,6.41,1.4568062822215382,0.125,3.69,1.1433467979680634,0.125,4.52,0.9473360579310616,0.125,5.41,2.0270045483037085,0.125,nan,nan,nan,0.474863925299867,8.12975082136364,-0.2303590099141172,3.686468110917251
8.9605,7.8224,7.8109,8.9493,96.5213,95.7692,96.5009,96.5213,2020-10-01T04:21:41.131,1.25,0.15503286747845316,0.125,1.49,1.3757936624532814,0.0167632915822362,1.74,0.1502229717269821,0.125,6.4,0.0949352588319246,0.0341570989625608,nan,nan,nan,4.52,0.9223170604778907,0.125,nan,nan,nan,0.535,3.475139808422912,0.125,0.4209057858307998,7.714757008014633,-0.2957606644257786,3.155973874213463
