Latitude_1,Latitude_2,Latitude_3,Latitude_4,Longitude_1,Longitude_2,Longitude_3,Longitude_4,Timestamp,Mg,Peak_Amplitude@Mg,Sigma_Mg,Al,Peak_Amplitude@Al,Sigma_Al,Si,Peak_Amplitude@Si,Sigma_Si,Fe,Peak_Amplitude@Fe,Sigma_Fe,Ca,Peak_Amplitude@Ca,Sigma_Ca,Ti,Peak_Amplitude@Ti,Sigma_Ti,Cr,Peak_Amplitude@Cr,Sigma_Cr,O,Peak_Amplitude@O,Sigma_O,Solar_spec_Energy,Solar_spec_Amp,Solar_spec_Power,Reduced_ChiSq
70.0209,68.6884,68.7289,70.0639,-62.3498,-64.8298,-62.2616,-62.3498,2020-08-05T20:06:13.124,1.25,0.40108140313670293,0.125,1.49,2.231959013647212,0.05751995203886,1.75,0.31722850268461894,0.125,6.4,1.253113246919314,0.125,3.69,1.4699843017679293,0.125,4.51,1.1412570634483905,0.125,5.42,1.4118060685364713,0.125,0.535,1.541898259878253,0.125,0.4999999999999961,2.5836156926800444,-0.3292874609542342,2.039565632488638
69.2181,67.8846,67.9237,69.2595,-62.2965,-64.6957,-62.2143,-62.2965,2020-08-05T20:06:29.124,1.26,0.2348749285989668,0.125,1.49,1.5918887470931116,0.0605704725255819,1.7467435150380557,0.593698019044025,0.027494216115954,6.4,1.8880267226100416,0.125,3.69,1.406284527966992,0.125,nan,nan,nan,nan,nan,nan,0.535,8.775040122343956,0.0093029122681003,0.4943471594956258,5.880792781159333,-0.2730365152193379,4.166657432778487
68.8166,67.4827,67.5212,68.8573,-62.2714,-64.6321,-62.1918,-62.2714,2020-08-05T20:06:37.124,1.25,0.29426813594028384,0.125,1.49,1.2509800648689084,0.0441555673421126,1.74,0.74923835585278,0.0387554921160985,6.41,1.8634566692443515,0.125,3.69,2.231837686060979,0.125,4.52,2.1064935762308585,0.125,nan,nan,nan,nan,nan,nan,0.4999999999999999,7.451901873147861,-0.264193236115358,5.136080168541205
68.4152,67.0808,67.1187,68.4551,-62.247,-64.5708,-62.17,-62.247,2020-08-05T20:06:45.124,1.26,0.3123194950671366,0.125,1.49,0.9456260203886765,0.0522504373863133,1.75,0.16072009712799548,0.125,nan,nan,nan,3.7,1.691464405117432,0.125,4.51,1.1541653988309295,0.125,5.42,1.0122728302691653,0.125,0.535,2.172591400193409,0.125,0.4846908254950219,6.079274407049451,-0.3035930381125672,2.8577931946960327
-34.2927,-35.6383,-35.6201,-34.2747,-60.3358,-61.4567,-60.2957,-60.3358,2020-08-05T20:40:53.124,1.26,0.653584006311572,0.125,1.49,4.722917444500165,0.0520886537626046,1.74,0.9900194856557767,0.0818016386359235,6.41,1.176349906702196,0.125,3.7,1.0976648042667425,0.125,4.51,1.3477172070790728,0.125,5.42,1.2337875680397663,0.125,0.535,2.1602427354803893,0.0296820312370168,0.4999999999999996,2.2408720700515627,-0.4779458009155018,2.6654803727975405
-35.0971,-36.4419,-36.4235,-35.0789,-60.3141,-61.4451,-60.273,-60.3141,2020-08-05T20:41:09.124,1.26,0.5483499697051485,0.125,1.49,3.5996380254431934,0.0420624342148614,1.74,0.6719282225358624,0.0567819456250663,6.4,1.5882551332206818,0.125,3.6930527283356094,1.7182971123232125,0.125,4.51,1.6574634672788489,0.125,5.42,1.63787874912621,0.125,0.5309332050308928,18.00225995322196,0.0055893491860599,0.4872230348788808,3.9785615287975142,-0.3888375773427285,3.3950658104814564
-35.4992,-36.8437,-36.8252,-35.4809,-60.303,-61.4391,-60.2614,-60.303,2020-08-05T20:41:17.124,1.26,0.7554457291019362,0.125,1.49,2.6487249348475785,0.0569925690853022,1.75,1.1651872095594111,0.0489048268834332,6.41,2.438424587941091,0.125,3.7,1.176807779104054,0.125,4.52,2.039582327850793,0.125,5.42,0.9372775600179284,0.125,0.535,2.9839786779036905,0.046440462770465,0.4915547812733433,4.001454508975478,-0.4178387089546552,3.703256894859615
-35.9013,-37.2454,-37.2268,-35.8829,-60.2917,-61.4332,-60.2496,-60.2917,2020-08-05T20:41:25.124,1.26,0.5272019114594496,0.125,1.49,2.7793241243156976,0.0675022063755446,1.75,0.832693491457865,0.0579772788935939,6.4,1.7768126289047792,0.125,3.7,1.6018061283920615,0.125,4.52,1.056965168532878,0.125,5.42,1.4442235883568848,0.125,0.535,1.759537860443912,0.125,0.4999999999999795,3.9823755388890985,-0.3806185770754972,3.403792205669543
-36.3034,-37.6471,-37.6284,-36.285,-60.2803,-61.4272,-60.2377,-60.2803,2020-08-05T20:41:33.124,1.25,0.4543014267311826,0.125,1.49,2.6945366807682722,0.0627585679334109,1.75,0.329777734112963,0.125,6.41,1.648591266024826,0.125,3.69,1.43863510026316,0.125,nan,nan,nan,5.41,1.3419571137336976,0.125,0.535,23.05090952132578,0.0041256635614979,0.4963310894968666,5.03472457597684,-0.3540914487130565,4.036441823960985
-36.7054,-38.0493,-38.0305,-36.6869,-60.2688,-61.4211,-60.2256,-60.2688,2020-08-05T20:41:41.124,1.26,0.34779564696761495,0.125,1.49,2.7555866081182754,0.0564175025043101,1.75,0.23747985863529528,0.125,6.41,1.7152074637509225,0.125,3.698570296270789,1.4403717184867266,0.125,4.51,2.995989091296676,0.125,5.41,1.3465127812676942,0.125,0.5254232135500718,3.6425869302544216,0.0637577655634741,0.4994546344077806,6.568074436032439,-0.3602662034952366,3.923526281440239
-37.108,-38.4512,-38.4323,-37.0894,-60.2571,-61.415,-60.2133,-60.2571,2020-08-05T20:41:49.124,1.26,0.5602198757518826,0.125,1.49,2.8093677324579196,0.0480327035358754,1.74,0.520155128365523,0.0820349689626206,6.41,2.359474726379492,0.125,3.7,1.273840955745862,0.125,4.52,1.4376775152615022,0.125,5.41,1.8524729981245207,0.125,0.535,5.565910286897855,0.0314283472880728,0.4897096629190046,6.045025901408475,-0.398721316897684,5.350456403646919
-37.5102,-38.8531,-38.8341,-37.4915,-60.2452,-61.4088,-60.2008,-60.2452,2020-08-05T20:41:57.124,1.26,0.37995485519832073,0.125,1.49,2.693350291332422,0.0585635269829821,1.75,0.2958806804735194,0.0543969379192731,nan,nan,nan,3.69,0.9267328431224726,0.125,4.51,1.896710499026318,0.125,5.42,1.121547879917757,0.125,0.535,4.819157233766651,0.0394889923592018,0.4999999999995727,6.294655372074354,-0.3454098627543868,3.595083574167321
-37.9125,-39.2551,-39.236,-37.8937,-60.2331,-61.4026,-60.1882,-60.2331,2020-08-05T20:42:05.124,1.26,0.3872975696417747,0.125,1.49,2.2861443860456276,0.0631459394463514,1.75,0.42831239859482123,0.073876792211659,6.4,1.9418104092414128,0.125,3.69,2.1187953758425184,0.125,4.51,1.7925072932141153,0.125,5.41,2.537057001442115,0.125,0.535,2.1500922882027544,0.125,0.4855370629987072,7.263593436943147,-0.3643186208128992,5.536082929429474
-38.3149,-39.6571,-39.6379,-38.296,-60.2209,-61.3963,-60.1754,-60.2209,2020-08-05T20:42:13.124,1.26,0.36968867907519476,0.125,1.49,2.468334503568836,0.0509716375347194,1.75,0.3881855372494909,0.0509360444488414,6.41,1.9012483972118652,0.125,3.7,1.370929947740239,0.125,4.52,2.2909713366876265,0.125,nan,nan,nan,nan,nan,nan,0.4949787146813383,8.120000109340591,-0.3428939395960653,5.060086122870678
