Latitude_1,Latitude_2,Latitude_3,Latitude_4,Longitude_1,Longitude_2,Longitude_3,Longitude_4,Timestamp,Mg,Peak_Amplitude@Mg,Al,Peak_Amplitude@Al,Si,Peak_Amplitude@Si,Fe,Peak_Amplitude@Fe,Ca,Peak_Amplitude@Ca,Ti,Peak_Amplitude@Ti,Cr,Peak_Amplitude@Cr,O,Peak_Amplitude@O
86.7426,85.4797,84.993,86.2196,22.4091,15.9178,28.2078,38.8048,2021-09-01T02:48:56.723,,,,,,,,,,,,,,,,
87.112,85.8663,85.3439,86.5242,25.4949,17.4695,30.577,43.0138,2021-09-01T02:49:04.723,,,,,,,,,,,,,,,,
87.4706,86.2492,85.6855,86.8064,29.4702,19.3402,33.3273,47.9983,2021-09-01T02:49:12.723,,,,,,,,,,,,,,,,
87.813,86.6272,86.0154,87.0599,34.7222,21.6334,36.542,53.893,2021-09-01T02:49:20.723,,,,,,,,,,,,,,,,
88.1303,86.9984,86.3305,87.2766,41.8367,24.4991,40.322,60.811,2021-09-01T02:49:28.723,,,,,,,,,,,,,,,,
87.7072,87.3599,86.6266,88.4074,32.9607,28.1624,44.7893,51.629,2021-09-01T02:49:36.723,,,,,,,,,,,,,,,,
88.0328,86.8983,87.4472,88.6202,39.4071,50.0765,68.7842,64.9549,2021-09-01T02:49:44.723,,,,,,,,,,,,,,,,
88.3239,87.1386,87.5619,88.7356,48.2413,56.314,77.698,81.8303,2021-09-01T02:49:52.723,,,,,,,,,,,,,,,,
88.3239,87.4903,87.5957,88.7356,48.2413,71.8903,96.9047,81.8303,2021-09-01T02:50:00.723,,,,,,,,,,,,,,,,
88.5596,87.5827,87.5121,88.7269,60.3479,81.0342,106.18,100.165,2021-09-01T02:50:08.723,,,,,,,,,,,,,,,,
88.7416,87.5827,87.5121,88.3734,94.3155,81.0342,106.18,129.44,2021-09-01T02:50:16.723,,,,,,,,,,,,,,,,
88.7416,87.5691,87.1737,88.3734,94.3155,100.189,122.093,129.44,2021-09-01T02:50:24.723,,,,,,,,,,,,,,,,
88.6485,87.4641,86.9378,88.0898,111.632,109.184,128.486,138.815,2021-09-01T02:50:32.723,,,,,,,,,,,,,,,,
88.4522,86.67,87.4212,87.7687,125.636,134.21,150.977,145.634,2021-09-01T02:50:40.723,,,,,,,,,,,,,,,,
87.3052,86.3846,87.0546,88.1843,117.647,140.06,155.979,136.406,2021-09-01T02:50:48.723,,,,,,,,,,,,,,,,
