Latitude_1,Latitude_2,Latitude_3,Latitude_4,Longitude_1,Longitude_2,Longitude_3,Longitude_4,Timestamp,Mg,Peak_Amplitude@Mg,Al,Peak_Amplitude@Al,Si,Peak_Amplitude@Si,Fe,Peak_Amplitude@Fe,Ca,Peak_Amplitude@Ca,Ti,Peak_Amplitude@Ti,Cr,Peak_Amplitude@Cr,O,Peak_Amplitude@O
-88.4899,-89.5431,-88.7699,-88.8179,174.092,-97.933,-130.967,-150.111,2021-01-02T16:55:15.884,,,,,,,,,,,,,,,,
-88.8128,-89.5431,-88.7699,-88.6017,-153.705,-97.933,-130.967,-114.882,2021-01-02T16:55:23.884,,,,,,,,,,,,,,,,
-88.7893,-89.6747,-89.1923,-88.3496,-134.286,-171.158,-78.994,-102.954,2021-01-02T16:55:31.884,,,,,,,,,,,,,,,,
-88.0459,-89.5952,-88.8074,-88.4129,-94.4469,-104.806,-71.842,-68.2084,2021-01-02T16:55:39.884,,,,,,,,,,,,,,,,
-87.7109,-88.6396,-89.2583,-88.0146,-88.326,-117.416,-81.1103,-66.0273,2021-01-02T16:55:47.884,,,,,,,,,,,,,,,,
-87.3565,-88.3989,-88.8754,-87.6143,-83.8025,-104.74,-72.7928,-64.574,2021-01-02T16:55:55.884,,,,,,,,,,,,,,,,
-86.9894,-88.1013,-88.4809,-87.2128,-80.3674,-95.6914,-68.7392,-63.542,2021-01-02T16:56:03.884,,,,,,,,,,,,,,,,
-86.6136,-87.7695,-88.0818,-86.8104,-77.6844,-89.2115,-66.3672,-62.769,2021-01-02T16:56:11.884,,,,,,,,,,,,,,,,
-86.2319,-87.4163,-87.6804,-86.4075,-75.5423,-84.4516,-64.8136,-62.1706,2021-01-02T16:56:19.884,,,,,,,,,,,,,,,,
-85.846,-87.0497,-87.2776,-86.0045,-73.7906,-80.8553,-63.7193,-61.6867,2021-01-02T16:56:27.884,,,,,,,,,,,,,,,,
-85.4569,-86.6741,-86.8743,-85.6011,-72.339,-78.057,-62.9009,-61.2924,2021-01-02T16:56:35.884,,,,,,,,,,,,,,,,
-85.0651,-86.2922,-86.4705,-85.1974,-71.1139,-75.8311,-62.2697,-60.9617,2021-01-02T16:56:43.884,,,,,,,,,,,,,,,,
-84.6716,-85.9055,-86.0661,-84.7937,-70.0744,-74.0207,-61.7668,-60.6867,2021-01-02T16:56:51.884,,,,,,,,,,,,,,,,
-84.2764,-85.5157,-85.6616,-84.3898,-69.1769,-72.528,-61.3605,-60.4501,2021-01-02T16:56:59.884,,,,,,,,,,,,,,,,
-83.8801,-85.1232,-85.2568,-83.9858,-68.3957,-71.2738,-61.0227,-60.2454,2021-01-02T16:57:07.884,,,,,,,,,,,,,,,,
-83.4824,-84.7287,-84.8519,-83.5815,-67.7089,-70.2069,-60.738,-60.0659,2021-01-02T16:57:15.884,,,,,,,,,,,,,,,,
-83.084,-84.3323,-84.4466,-83.1772,-67.1019,-69.2883,-60.4947,-59.9082,2021-01-02T16:57:23.884,,,,,,,,,,,,,,,,
-82.6849,-83.9347,-84.0413,-82.7729,-66.56,-68.4905,-60.2848,-59.7671,2021-01-02T16:57:31.884,,,,,,,,,,,,,,,,
-82.285,-83.5361,-83.6359,-82.3683,-66.075,-67.7902,-60.1006,-59.6418,2021-01-02T16:57:39.884,,,,,,,,,,,,,,,,
-81.8846,-83.1365,-83.2303,-81.9637,-65.6378,-67.1719,-59.9393,-59.5289,2021-01-02T16:57:47.884,,,,,,,,,,,,,,,,
-81.4838,-82.7361,-82.8246,-81.559,-65.2409,-66.6216,-59.7959,-59.4259,2021-01-02T16:57:55.884,,,,,,,,,,,,,,,,
-81.0823,-82.3352,-82.4188,-81.154,-64.8796,-66.1278,-59.6668,-59.3324,2021-01-02T16:58:03.884,,,,,,,,,,,,,,,,
-80.6805,-81.9334,-82.0128,-80.7491,-64.5487,-65.6834,-59.5513,-59.2462,2021-01-02T16:58:11.884,,,,,,,,,,,,,,,,
-80.2785,-81.5312,-81.6068,-80.3442,-64.2468,-65.2805,-59.4462,-59.1688,2021-01-02T16:58:19.884,,,,,,,,,,,,,,,,
-79.8761,-81.1287,-81.2007,-79.9391,-63.9682,-64.9155,-59.3519,-59.0969,2021-01-02T16:58:27.884,,,,,,,,,,,,,,,,
-79.4735,-80.7258,-80.7946,-79.5339,-63.7109,-64.5815,-59.2652,-59.0305,2021-01-02T16:58:35.884,,,,,,,,,,,,,,,,
-79.0704,-80.3224,-80.3883,-79.1286,-63.4719,-64.2754,-59.1859,-58.9685,2021-01-02T16:58:43.884,,,,,,,,,,,,,,,,
-78.6674,-79.9187,-79.9818,-78.7234,-63.2508,-63.9933,-59.1125,-58.9116,2021-01-02T16:58:51.884,,,,,,,,,,,,,,,,
-78.2639,-79.5149,-79.5755,-78.318,-63.044,-63.7335,-59.0453,-58.8578,2021-01-02T16:58:59.884,,,,,,,,,,,,,,,,
-77.8605,-79.1106,-79.169,-77.9127,-62.8517,-63.4923,-58.9825,-58.8083,2021-01-02T16:59:07.884,,,,,,,,,,,,,,,,
-77.4566,-78.7064,-78.7626,-77.5071,-62.6711,-63.2689,-58.9246,-58.7614,2021-01-02T16:59:15.884,,,,,,,,,,,,,,,,
-77.0527,-78.3017,-78.3558,-77.1016,-62.5023,-63.0605,-58.8705,-58.7178,2021-01-02T16:59:23.884,,,,,,,,,,,,,,,,
-76.6485,-77.8968,-77.9491,-76.6959,-62.343,-62.8663,-58.8201,-58.6762,2021-01-02T16:59:31.884,,,,,,,,,,,,,,,,
-76.2445,-77.4918,-77.5423,-76.2905,-62.1937,-62.6843,-58.7726,-58.6375,2021-01-02T16:59:39.884,,,,,,,,,,,,,,,,
-75.8402,-77.0868,-77.1357,-75.8848,-62.0528,-62.5141,-58.7283,-58.601,2021-01-02T16:59:47.884,,,,,,,,,,,,,,,,
-75.4354,-76.6815,-76.7289,-75.4787,-61.919,-62.3541,-58.6867,-58.5658,2021-01-02T16:59:55.884,,,,,,,,,,,,,,,,
-75.0307,-76.2758,-76.3217,-75.0728,-61.7929,-62.203,-58.647,-58.5329,2021-01-02T17:00:03.884,,,,,,,,,,,,,,,,
-74.6258,-75.87,-75.9147,-74.6668,-61.6733,-62.061,-58.6099,-58.5016,2021-01-02T17:00:11.884,,,,,,,,,,,,,,,,
-74.2209,-75.4641,-75.5075,-74.2608,-61.56,-61.9268,-58.5747,-58.472,2021-01-02T17:00:19.884,,,,,,,,,,,,,,,,
-73.8157,-75.0582,-75.1003,-73.8546,-61.4521,-61.8,-58.5416,-58.4436,2021-01-02T17:00:27.884,,,,,,,,,,,,,,,,
-73.4106,-74.652,-74.693,-73.4485,-61.3492,-61.6796,-58.5099,-58.4163,2021-01-02T17:00:35.884,,,,,,,,,,,,,,,,
-73.0053,-74.2459,-74.2857,-73.0422,-61.252,-61.5652,-58.4795,-58.391,2021-01-02T17:00:43.884,,,,,,,,,,,,,,,,
-72.6,-73.8395,-73.8783,-72.636,-61.1588,-61.4572,-58.4513,-58.3664,2021-01-02T17:00:51.884,,,,,,,,,,,,,,,,
-72.1942,-73.4331,-73.471,-72.2294,-61.0698,-61.3542,-58.4241,-58.3428,2021-01-02T17:00:59.884,,,,,,,,,,,,,,,,
-71.7887,-73.0263,-73.0633,-71.8231,-60.9848,-61.256,-58.3982,-58.3203,2021-01-02T17:01:07.884,,,,,,,,,,,,,,,,
-71.3831,-72.6197,-72.6558,-71.4167,-60.9039,-61.1625,-58.3735,-58.2991,2021-01-02T17:01:15.884,,,,,,,,,,,,,,,,
-70.9772,-72.213,-72.2482,-71.0101,-60.8261,-61.0734,-58.35,-58.2784,2021-01-02T17:01:23.884,,,,,,,,,,,,,,,,
-70.5713,-71.8061,-71.8405,-70.6034,-60.7514,-60.9881,-58.3273,-58.2585,2021-01-02T17:01:31.884,,,,,,,,,,,,,,,,
-70.1651,-71.399,-71.4327,-70.1967,-60.6797,-60.9064,-58.3055,-58.2393,2021-01-02T17:01:39.884,,,,,,,,,,,,,,,,
-69.7591,-70.9918,-71.0247,-69.79,-60.6112,-60.8282,-58.2846,-58.2211,2021-01-02T17:01:47.884,,,,,,,,,,,,,,,,
-69.3528,-70.5847,-70.6169,-69.3831,-60.5451,-60.7535,-58.2647,-58.2033,2021-01-02T17:01:55.884,,,,,,,,,,,,,,,,
-68.9467,-70.1773,-70.2089,-68.9763,-60.4818,-60.6816,-58.2454,-58.1864,2021-01-02T17:02:03.884,,,,,,,,,,,,,,,,
-68.5402,-69.7701,-69.8009,-68.5693,-60.4204,-60.6128,-58.227,-58.1696,2021-01-02T17:02:11.884,,,,,,,,,,,,,,,,
-68.1337,-69.3625,-69.3927,-68.1622,-60.3615,-60.5463,-58.2089,-58.1537,2021-01-02T17:02:19.884,,,,,,,,,,,,,,,,
-67.7271,-68.9549,-68.9845,-67.7552,-60.3047,-60.4826,-58.1917,-58.1383,2021-01-02T17:02:27.884,,,,,,,,,,,,,,,,
-67.3206,-68.5472,-68.5763,-67.3481,-60.2503,-60.4213,-58.1751,-58.1236,2021-01-02T17:02:35.884,,,,,,,,,,,,,,,,
-66.9137,-68.1396,-68.1681,-66.9407,-60.1975,-60.3624,-58.1592,-58.1093,2021-01-02T17:02:43.884,,,,,,,,,,,,,,,,
-66.5074,-67.7316,-67.7596,-66.5338,-60.1468,-60.3056,-58.1438,-58.0956,2021-01-02T17:02:51.884,,,,,,,,,,,,,,,,
-66.1003,-67.3242,-67.3515,-66.1264,-60.0973,-60.2508,-58.1289,-58.0819,2021-01-02T17:02:59.884,,,,,,,,,,,,,,,,
-65.6934,-66.916,-66.943,-65.719,-60.0495,-60.1978,-58.1143,-58.0686,2021-01-02T17:03:07.884,,,,,,,,,,,,,,,,
-65.2862,-66.5079,-66.5344,-65.3113,-60.0037,-60.1466,-58.1002,-58.0562,2021-01-02T17:03:15.884,,,,,,,,,,,,,,,,
-64.8791,-66.0996,-66.1256,-64.9039,-59.9591,-60.0974,-58.0868,-58.0439,2021-01-02T17:03:23.884,,,,,,,,,,,,,,,,
-64.4719,-65.6914,-65.717,-64.4963,-59.9158,-60.0497,-58.0736,-58.0318,2021-01-02T17:03:31.884,,,,,,,,,,,,,,,,
-64.0647,-65.2832,-65.3083,-64.0886,-59.874,-60.0034,-58.0607,-58.0202,2021-01-02T17:03:39.884,,,,,,,,,,,,,,,,
-63.6573,-64.8748,-64.8995,-63.6809,-59.8336,-59.9588,-58.0484,-58.009,2021-01-02T17:03:47.884,,,,,,,,,,,,,,,,
-63.2499,-64.4663,-64.4906,-63.2731,-59.7942,-59.9156,-58.0364,-57.9979,2021-01-02T17:03:55.884,,,,,,,,,,,,,,,,
-62.8422,-64.0578,-64.0817,-62.8651,-59.7559,-59.8737,-58.0247,-57.9871,2021-01-02T17:04:03.884,,,,,,,,,,,,,,,,
-62.4348,-63.649,-63.6726,-62.4573,-59.719,-59.833,-58.0132,-57.9768,2021-01-02T17:04:11.884,,,,,,,,,,,,,,,,
-62.0272,-63.2405,-63.2637,-62.0494,-59.6833,-59.7937,-58.0022,-57.9669,2021-01-02T17:04:19.884,,,,,,,,,,,,,,,,
-61.6194,-62.8317,-62.8546,-61.6413,-59.6482,-59.7558,-57.9917,-57.9568,2021-01-02T17:04:27.884,,,,,,,,,,,,,,,,
-61.2117,-62.4229,-62.4454,-61.2333,-59.6142,-59.7185,-57.9811,-57.9471,2021-01-02T17:04:35.884,,,,,,,,,,,,,,,,
-60.8038,-62.0141,-62.0362,-60.8251,-59.5811,-59.6825,-57.9708,-57.9376,2021-01-02T17:04:43.884,,,,,,,,,,,,,,,,
-60.3959,-61.605,-61.6269,-60.4168,-59.549,-59.6474,-57.9607,-57.9284,2021-01-02T17:04:51.884,,,,,,,,,,,,,,,,
-59.9879,-61.196,-61.2176,-60.0086,-59.5177,-59.6134,-57.951,-57.9194,2021-01-02T17:04:59.884,,,,,,,,,,,,,,,,
-59.5799,-60.787,-60.8082,-59.6003,-59.4873,-59.5803,-57.9415,-57.9106,2021-01-02T17:05:07.884,,,,,,,,,,,,,,,,
-59.1717,-60.3778,-60.3988,-59.1918,-59.4576,-59.5482,-57.9323,-57.902,2021-01-02T17:05:15.884,,,,,,,,,,,,,,,,
-58.7634,-59.9685,-59.9892,-58.7833,-59.4287,-59.5169,-57.9233,-57.8935,2021-01-02T17:05:23.884,,,,,,,,,,,,,,,,
-58.3551,-59.5591,-59.5795,-58.3747,-59.4006,-59.4864,-57.9144,-57.8853,2021-01-02T17:05:31.884,,,,,,,,,,,,,,,,
-57.9467,-59.1497,-59.1698,-57.9661,-59.3731,-59.4567,-57.9057,-57.8773,2021-01-02T17:05:39.884,,,,,,,,,,,,,,,,
-57.5384,-58.7403,-58.7601,-57.5575,-59.3464,-59.4278,-57.8973,-57.8695,2021-01-02T17:05:47.884,,,,,,,,,,,,,,,,
-57.1299,-58.3308,-58.3504,-57.1487,-59.3204,-59.3997,-57.889,-57.8618,2021-01-02T17:05:55.884,,,,,,,,,,,,,,,,
-56.7214,-57.9212,-57.9405,-56.74,-59.295,-59.3723,-57.881,-57.8543,2021-01-02T17:06:03.884,,,,,,,,,,,,,,,,
-56.3128,-57.5116,-57.5307,-56.3312,-59.27,-59.3456,-57.8731,-57.8467,2021-01-02T17:06:11.884,,,,,,,,,,,,,,,,
-55.9039,-57.1019,-57.1208,-55.9221,-59.2457,-59.3194,-57.8652,-57.8394,2021-01-02T17:06:19.884,,,,,,,,,,,,,,,,
-55.4952,-56.692,-56.7106,-55.5132,-59.2221,-59.2939,-57.8576,-57.8324,2021-01-02T17:06:27.884,,,,,,,,,,,,,,,,
-55.0864,-56.2822,-56.3006,-55.1042,-59.1989,-59.2691,-57.8502,-57.8254,2021-01-02T17:06:35.884,,,,,,,,,,,,,,,,
-54.6775,-55.8723,-55.8905,-54.6951,-59.1763,-59.2448,-57.8429,-57.8185,2021-01-02T17:06:43.884,,,,,,,,,,,,,,,,
-54.2686,-55.4623,-55.4803,-54.2859,-59.1542,-59.2212,-57.8358,-57.8118,2021-01-02T17:06:51.884,,,,,,,,,,,,,,,,
-53.8595,-55.0523,-55.0701,-53.8767,-59.1326,-59.198,-57.8288,-57.8052,2021-01-02T17:06:59.884,,,,,,,,,,,,,,,,
-53.4506,-54.6422,-54.6597,-53.4675,-59.1115,-59.1754,-57.8219,-57.7987,2021-01-02T17:07:07.884,,,,,,,,,,,,,,,,
-53.0412,-54.2321,-54.2495,-53.058,-59.0907,-59.1532,-57.8151,-57.7922,2021-01-02T17:07:15.884,,,,,,,,,,,,,,,,
-52.632,-53.8217,-53.8389,-52.6486,-59.0705,-59.1316,-57.8084,-57.7859,2021-01-02T17:07:23.884,,,,,,,,,,,,,,,,
-52.2227,-53.4114,-53.4284,-52.2392,-59.0506,-59.1104,-57.8019,-57.7797,2021-01-02T17:07:31.884,,,,,,,,,,,,,,,,
-51.8134,-53.0011,-53.0179,-51.8297,-59.0313,-59.0898,-57.7955,-57.7737,2021-01-02T17:07:39.884,,,,,,,,,,,,,,,,
-51.404,-52.5907,-52.6073,-51.4201,-59.0123,-59.0696,-57.7892,-57.7677,2021-01-02T17:07:47.884,,,,,,,,,,,,,,,,
-50.9944,-52.1803,-52.1967,-51.0104,-58.9937,-59.0498,-57.7829,-57.7618,2021-01-02T17:07:55.884,,,,,,,,,,,,,,,,
-50.585,-51.7696,-51.7859,-50.6008,-58.9754,-59.0304,-57.7769,-57.7559,2021-01-02T17:08:03.884,,,,,,,,,,,,,,,,
-50.1754,-51.3591,-51.3753,-50.191,-58.9576,-59.0113,-57.7707,-57.7503,2021-01-02T17:08:11.884,,,,,,,,,,,,,,,,
-49.7656,-50.9484,-50.9644,-49.7811,-58.9401,-58.9927,-57.7649,-57.7447,2021-01-02T17:08:19.884,,,,,,,,,,,,,,,,
-49.3557,-50.5377,-50.5535,-49.3711,-58.9229,-58.9745,-57.759,-57.7391,2021-01-02T17:08:27.884,,,,,,,,,,,,,,,,
-48.9463,-50.1267,-50.1424,-48.9614,-58.9062,-58.9567,-57.7534,-57.7338,2021-01-02T17:08:35.884,,,,,,,,,,,,,,,,
-48.5363,-49.7162,-49.7317,-48.5513,-58.8897,-58.9393,-57.7477,-57.7283,2021-01-02T17:08:43.884,,,,,,,,,,,,,,,,
-48.1263,-49.3052,-49.3205,-48.1412,-58.8735,-58.9221,-57.7421,-57.723,2021-01-02T17:08:51.884,,,,,,,,,,,,,,,,
-47.7163,-48.8941,-48.9093,-47.7311,-58.8577,-58.9053,-57.7367,-57.7178,2021-01-02T17:08:59.884,,,,,,,,,,,,,,,,
-47.3062,-48.4832,-48.4982,-47.3209,-58.842,-58.8889,-57.7313,-57.7125,2021-01-02T17:09:07.884,,,,,,,,,,,,,,,,
-46.8962,-48.072,-48.087,-46.9107,-58.8268,-58.8726,-57.7259,-57.7075,2021-01-02T17:09:15.884,,,,,,,,,,,,,,,,
-46.4861,-47.661,-47.6757,-46.5004,-58.8119,-58.8568,-57.7207,-57.7025,2021-01-02T17:09:23.884,,,,,,,,,,,,,,,,
-46.0757,-47.2498,-47.2644,-46.09,-58.797,-58.8413,-57.7155,-57.6974,2021-01-02T17:09:31.884,,,,,,,,,,,,,,,,
-45.6655,-46.8385,-46.853,-45.6796,-58.7826,-58.8259,-57.7103,-57.6926,2021-01-02T17:09:39.884,,,,,,,,,,,,,,,,
-45.2551,-46.4272,-46.4416,-45.2691,-58.7683,-58.811,-57.7052,-57.6876,2021-01-02T17:09:47.884,,,,,,,,,,,,,,,,
-44.8447,-46.0158,-46.0301,-44.8586,-58.7544,-58.7962,-57.7002,-57.6829,2021-01-02T17:09:55.884,,,,,,,,,,,,,,,,
-44.4343,-45.6044,-45.6186,-44.4481,-58.7407,-58.7818,-57.6953,-57.6781,2021-01-02T17:10:03.884,,,,,,,,,,,,,,,,
-44.0237,-45.193,-45.207,-44.0374,-58.7272,-58.7676,-57.6904,-57.6733,2021-01-02T17:10:11.884,,,,,,,,,,,,,,,,
-43.6132,-44.7814,-44.7953,-43.6267,-58.714,-58.7536,-57.6856,-57.6688,2021-01-02T17:10:19.884,,,,,,,,,,,,,,,,
-43.2025,-44.3699,-44.3837,-43.216,-58.7009,-58.74,-57.6809,-57.6642,2021-01-02T17:10:27.884,,,,,,,,,,,,,,,,
-42.7917,-43.9582,-43.9719,-42.8051,-58.6881,-58.7265,-57.6761,-57.6596,2021-01-02T17:10:35.884,,,,,,,,,,,,,,,,
-42.381,-43.5464,-43.56,-42.3942,-58.6755,-58.7132,-57.6714,-57.6551,2021-01-02T17:10:43.884,,,,,,,,,,,,,,,,
-41.9699,-43.1347,-43.1482,-41.9831,-58.663,-58.7002,-57.6668,-57.6505,2021-01-02T17:10:51.884,,,,,,,,,,,,,,,,
-41.5591,-42.7227,-42.7361,-41.5722,-58.651,-58.6874,-57.6622,-57.6462,2021-01-02T17:10:59.884,,,,,,,,,,,,,,,,
-41.1483,-42.3109,-42.3242,-41.1612,-58.639,-58.6749,-57.6578,-57.6419,2021-01-02T17:11:07.884,,,,,,,,,,,,,,,,
-40.7373,-41.8991,-41.9123,-40.7502,-58.6272,-58.6625,-57.6533,-57.6376,2021-01-02T17:11:15.884,,,,,,,,,,,,,,,,
-40.3262,-41.4872,-41.5003,-40.339,-58.6156,-58.6503,-57.6488,-57.6332,2021-01-02T17:11:23.884,,,,,,,,,,,,,,,,
-39.9153,-41.0751,-41.0881,-39.9279,-58.6043,-58.6383,-57.6444,-57.6291,2021-01-02T17:11:31.884,,,,,,,,,,,,,,,,
-39.504,-40.6633,-40.6761,-39.5166,-58.5929,-58.6266,-57.6401,-57.6248,2021-01-02T17:11:39.884,,,,,,,,,,,,,,,,
-39.0927,-40.251,-40.2638,-39.1052,-58.5818,-58.615,-57.6357,-57.6206,2021-01-02T17:11:47.884,,,,,,,,,,,,,,,,
-38.6814,-39.8388,-39.8515,-38.6938,-58.5709,-58.6035,-57.6315,-57.6165,2021-01-02T17:11:55.884,,,,,,,,,,,,,,,,
-38.2701,-39.4265,-39.4391,-38.2824,-58.5602,-58.5923,-57.6272,-57.6124,2021-01-02T17:12:03.884,,,,,,,,,,,,,,,,
-37.8588,-39.0143,-39.0268,-37.871,-58.5496,-58.5813,-57.6231,-57.6083,2021-01-02T17:12:11.884,,,,,,,,,,,,,,,,
-37.4473,-38.602,-38.6144,-37.4595,-58.5391,-58.5704,-57.6189,-57.6041,2021-01-02T17:12:19.884,,,,,,,,,,,,,,,,
-37.0358,-38.1897,-38.202,-37.0479,-58.5289,-58.5595,-57.6146,-57.6002,2021-01-02T17:12:27.884,,,,,,,,,,,,,,,,
-36.6242,-37.7772,-37.7895,-36.6362,-58.5188,-58.5491,-57.6106,-57.5962,2021-01-02T17:12:35.884,,,,,,,,,,,,,,,,
-36.2125,-37.3647,-37.3768,-36.2245,-58.5089,-58.5387,-57.6066,-57.5922,2021-01-02T17:12:43.884,,,,,,,,,,,,,,,,
-35.8009,-36.9521,-36.9642,-35.8128,-58.4991,-58.5285,-57.6026,-57.5884,2021-01-02T17:12:51.884,,,,,,,,,,,,,,,,
-35.3892,-36.5396,-36.5516,-35.401,-58.4893,-58.5184,-57.5986,-57.5843,2021-01-02T17:12:59.884,,,,,,,,,,,,,,,,
-34.9774,-36.127,-36.1389,-34.9891,-58.4797,-58.5084,-57.5945,-57.5805,2021-01-02T17:13:07.884,,,,,,,,,,,,,,,,
-34.5656,-35.7143,-35.7261,-34.5773,-58.4703,-58.4985,-57.5906,-57.5766,2021-01-02T17:13:15.884,,,,,,,,,,,,,,,,
-34.1537,-35.3016,-35.3134,-34.1653,-58.461,-58.4888,-57.5866,-57.5727,2021-01-02T17:13:23.884,,,,,,,,,,,,,,,,
-33.7417,-34.8888,-34.9005,-33.7532,-58.4518,-58.4792,-57.5827,-57.5689,2021-01-02T17:13:31.884,,,,,,,,,,,,,,,,
-33.3297,-34.476,-34.4876,-33.3412,-58.4428,-58.4699,-57.5788,-57.5652,2021-01-02T17:13:39.884,,,,,,,,,,,,,,,,
