Latitude_1,Latitude_2,Latitude_3,Latitude_4,Longitude_1,Longitude_2,Longitude_3,Longitude_4,Timestamp,Mg,Peak_Amplitude@Mg,Al,Peak_Amplitude@Al,Si,Peak_Amplitude@Si,Fe,Peak_Amplitude@Fe,Ca,Peak_Amplitude@Ca,Ti,Peak_Amplitude@Ti,Cr,Peak_Amplitude@Cr,O,Peak_Amplitude@O
89.3778,88.9972,89.3868,89.7925,129.062,-100.323,-44.8802,-38.8421,2021-06-01T04:35:45.904,,,,,,,,,,,,,,,,
89.1835,88.9972,89.3868,89.8037,-124.26,-100.323,-44.8802,-38.4452,2021-06-01T04:35:53.904,,,,,,,,,,,,,,,,
89.1835,88.3666,88.5723,89.8037,-124.26,-77.0484,-46.6323,-38.4452,2021-06-01T04:36:01.904,,,,,,,,,,,,,,,,
89.0049,88.0009,88.1651,89.3981,-100.822,-71.365,-46.9259,-44.8682,2021-06-01T04:36:09.904,,,,,,,,,,,,,,,,
88.7172,87.6215,87.7577,88.9912,-86.1636,-67.4644,-47.1125,-46.1162,2021-06-01T04:36:17.904,,,,,,,,,,,,,,,,
88.3774,87.2339,87.3501,88.5839,-77.23,-64.6444,-47.2406,-46.6435,2021-06-01T04:36:25.904,,,,,,,,,,,,,,,,
88.0118,86.8417,86.9429,88.1764,-71.4763,-62.524,-47.3354,-46.9343,2021-06-01T04:36:33.904,,,,,,,,,,,,,,,,
87.6328,86.4457,86.5354,87.7693,-67.5428,-60.8723,-47.4073,-47.1215,2021-06-01T04:36:41.904,,,,,,,,,,,,,,,,
87.2455,86.0475,86.1279,87.3617,-64.7006,-59.553,-47.4641,-47.2493,2021-06-01T04:36:49.904,,,,,,,,,,,,,,,,
86.8531,85.6476,85.7205,86.9543,-62.5642,-58.476,-47.51,-47.3431,2021-06-01T04:36:57.904,,,,,,,,,,,,,,,,
86.4574,85.2464,85.3131,86.547,-60.9037,-57.5807,-47.5481,-47.4149,2021-06-01T04:37:05.904,,,,,,,,,,,,,,,,
86.0592,84.8442,84.9056,86.1395,-59.5779,-56.8259,-47.5809,-47.4715,2021-06-01T04:37:13.904,,,,,,,,,,,,,,,,
