Latitude_1,Latitude_2,Latitude_3,Latitude_4,Longitude_1,Longitude_2,Longitude_3,Longitude_4,Timestamp,Mg,Peak_Amplitude@Mg,Sigma_Mg,Al,Peak_Amplitude@Al,Sigma_Al,Si,Peak_Amplitude@Si,Sigma_Si,Fe,Peak_Amplitude@Fe,Sigma_Fe,Ca,Peak_Amplitude@Ca,Sigma_Ca,Ti,Peak_Amplitude@Ti,Sigma_Ti,Cr,Peak_Amplitude@Cr,Sigma_Cr,O,Peak_Amplitude@O,Sigma_O,Solar_spec_Energy,Solar_spec_Amp,Solar_spec_Power,Reduced_ChiSq
-28.9777,-30.2567,-30.2504,-28.9717,135.085,134.092,135.102,135.085,2023-01-22T22:30:11.377,1.26,23.54657707861147,0.125,1.49,97.7444098155277,0.0518214050654255,1.74,159.7190049962783,0.0609545578196837,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.4030871958056703,1.390658650035249,-2.4999999999999853,71.23541721529531
-28.5712,-29.8503,-29.8441,-28.5651,135.078,134.09,135.096,135.078,2023-01-22T22:30:19.377,1.26,28.312235803502798,0.125,1.49,94.55595384860561,0.0586883455615482,1.74,168.4926842948844,0.0615677229755098,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.4063996431685668,1.2796185885126403,-2.499999999999928,61.292416303640586
-26.9448,-28.2255,-28.2193,-26.9388,135.055,134.08,135.072,135.055,2023-01-22T22:30:51.377,1.26,24.479298316844247,0.125,1.49,94.93590067918596,0.0543292734641651,1.74,165.32496485063334,0.0618469645602587,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.4036749163127438,1.2926244162031746,-2.499999999999984,51.5070758446478
-25.7252,-27.0069,-27.0008,-25.7193,135.038,134.072,135.055,135.038,2023-01-22T22:31:15.377,1.2597634556526462,21.15530518018109,0.125,1.49,89.05368777598248,0.0653947620001659,1.74,157.05993034240208,0.0577750436967644,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.535,54.62688346731368,0.0148144131302909,0.4034844566121076,1.4419417417155846,-2.5,68.62801610633541
-25.3189,-26.6008,-26.5947,-25.3129,135.033,134.07,135.049,135.033,2023-01-22T22:31:23.377,1.26,16.920217969844536,0.125,1.49,75.58618659254923,0.0613713134271864,1.74,130.2662788809499,0.0573685002080507,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.3941619916022542,1.7465845745395798,-2.49999999999998,57.123574626193765
-24.9123,-26.1949,-26.1887,-24.9064,135.028,134.067,135.044,135.028,2023-01-22T22:31:31.377,1.26,25.353182703677945,0.125,1.49,106.15881839176431,0.0569248241147333,1.74,181.4448674789712,0.0605271248849389,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.4115216965274638,1.212689348648697,-2.4999999999904463,60.18857326713766
-22.8803,-24.1646,-24.1586,-22.8744,135.001,134.054,135.017,135.001,2023-01-22T22:32:11.377,1.26,22.085725959215956,0.125,1.49,88.75677330478493,0.0655919495864929,1.74,152.09228933743626,0.0586762638690038,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.4073918236515495,1.374549446744875,-2.5,53.514015952511365
-22.4741,-23.7587,-23.7526,-22.4682,134.996,134.051,135.012,134.996,2023-01-22T22:32:19.377,1.26,26.170944576176918,0.125,1.49,104.08611876828391,0.055744768976534,1.74,165.45577683492556,0.0637007826713084,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.4088781875993242,1.3403619157156046,-2.499999999999998,73.0667424483869
-22.0677,-23.3529,-23.3469,-22.0618,134.991,134.049,135.006,134.991,2023-01-22T22:32:27.377,1.26,21.658021085301222,0.125,1.49,89.73012966392442,0.0621148225664486,1.74,158.8888004746634,0.0572225453892016,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.403867088873819,1.4636688095012815,-2.499999999999744,58.3852194417653
-21.2551,-22.541,-22.535,-21.2492,134.981,134.043,134.996,134.981,2023-01-22T22:32:43.377,1.26,21.452177745477474,0.125,1.49,72.1092648037655,0.0703892312456357,1.74,149.66000782916223,0.0602183486553449,nan,nan,nan,3.69,6.537925834570331,0.0876504669854463,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.3986681501399018,1.6217415742414047,-2.499999999999812,65.84402404445252
