Latitude_1,Latitude_2,Latitude_3,Latitude_4,Longitude_1,Longitude_2,Longitude_3,Longitude_4,Timestamp,Mg,Peak_Amplitude@Mg,Sigma_Mg,Al,Peak_Amplitude@Al,Sigma_Al,Si,Peak_Amplitude@Si,Sigma_Si,Fe,Peak_Amplitude@Fe,Sigma_Fe,Ca,Peak_Amplitude@Ca,Sigma_Ca,Ti,Peak_Amplitude@Ti,Sigma_Ti,Cr,Peak_Amplitude@Cr,Sigma_Cr,O,Peak_Amplitude@O,Sigma_O,Solar_spec_Energy,Solar_spec_Amp,Solar_spec_Power,Reduced_ChiSq
-67.7784,-69.055,-69.0332,-67.7579,4.6022,2.3221,4.7553,4.6022,2023-02-01T22:47:59.932,1.26,5.527971655724187,0.125,1.49,15.803819336849958,0.0519317153080946,1.74,19.212817043366154,0.062584515133481,nan,nan,nan,3.69,2.836832252568032,0.1121587162749729,nan,nan,nan,5.42,1.0682206671625831,0.125,nan,nan,nan,0.4886726874570193,1.7305347463436624,-0.923925094968616,9.81784568428248
-67.3722,-68.6481,-68.6268,-67.352,4.5555,2.316,4.7031,4.5555,2023-02-01T22:48:07.932,1.26,32.59486284969172,0.125,1.49,130.27375951832383,0.062053943355849,1.74,182.9378140090324,0.0625019873038146,nan,nan,nan,3.69,3.700873057661153,0.125,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.4036746470145523,0.3008578818267468,-2.499999999999861,11.488672636547976
-66.966,-68.2413,-68.2203,-66.9461,4.5104,2.3099,4.6528,4.5104,2023-02-01T22:48:15.932,1.25,8.509628938048614,0.125,1.49,27.53938748482175,0.0655013716873564,1.74,45.12383704564839,0.0612945253572632,6.4,0.6618466965245464,0.0069631165338352,3.69,3.0342578196558927,0.125,4.51,1.3023985709593997,0.125,5.42,1.2658639271900318,0.125,nan,nan,nan,0.4784540146141947,0.7154841836251988,-1.302663496176622,8.108077055632423
-66.5596,-67.8344,-67.8138,-66.5401,4.467,2.3039,4.6041,4.467,2023-02-01T22:48:23.932,1.26,3.8925290334417673,0.125,1.49,13.543332921929954,0.0548615552305942,1.74,14.878178126040916,0.0529149762042822,nan,nan,nan,3.69,2.217297397798552,0.125,4.52,1.108914568546172,0.125,nan,nan,nan,nan,nan,nan,0.4895898273717474,1.7780945265439445,-0.810883109914257,5.180941317957565
-65.7469,-67.0204,-67.0006,-65.7281,4.3841,2.2924,4.5121,4.3841,2023-02-01T22:48:39.932,1.26,2.4202394874333937,0.125,1.49,8.448162285343674,0.0432689554817007,1.74,6.875958249174282,0.0657848488413789,nan,nan,nan,3.69,2.5068390357936936,0.125,nan,nan,nan,nan,nan,nan,0.535,67.21193888019152,0.0041039290422745,0.4999999999999516,3.551236634288472,-0.6901719445505604,7.405394262970335
-64.934,-66.2063,-66.1871,-64.9158,4.3067,2.2814,4.4262,4.3067,2023-02-01T22:48:55.932,1.26,9.607865324536627,0.0997811616788621,1.49,23.906073957012374,0.0516106613933803,1.74,26.87364784029301,0.0642434805247206,6.4,0.944377036943284,0.125,3.7,2.281384253099642,0.125,4.52,1.1261123428824682,0.125,5.42,1.436595217580874,0.125,nan,nan,nan,0.4831471748371542,0.9501037090514928,-1.1305693925963407,5.254568664285372
-64.1211,-65.3921,-65.3735,-64.1034,4.2334,2.2706,4.3455,4.2334,2023-02-01T22:49:11.932,1.26,7.268904372930437,0.125,1.49,23.63359468851829,0.0496548512229132,1.74,28.76681738288445,0.0603459631336317,nan,nan,nan,3.69,3.445771995183558,0.125,nan,nan,nan,nan,nan,nan,0.535,20.91329230446297,0.0109053044008341,0.4732890342336186,1.3420864282337484,-1.2300486284944376,9.341785882799378
-63.7145,-64.9849,-64.9666,-63.6971,4.1984,2.2652,4.3071,4.1984,2023-02-01T22:49:19.932,1.25,3.0032082375559583,0.125,1.49,11.030146570633494,0.0570559812670055,1.74,13.760566635242284,0.0556268930712176,6.4,1.7363694583275402,0.125,3.69,3.521717999847334,0.125,4.51,1.879171116086926,0.125,5.41,1.7830761950401293,0.125,nan,nan,nan,0.4931239291652134,2.2730600499126896,-0.8296911282121989,7.617389932573166
-63.308,-64.5777,-64.5597,-63.2908,4.1644,2.26,4.2698,4.1644,2023-02-01T22:49:27.932,1.25,3.5721314474114,0.125,1.49,10.068812446344124,0.0527848107285325,1.74,11.836284696550171,0.0555057335306088,nan,nan,nan,3.69,3.028424426817444,0.125,4.52,2.118441084030467,0.125,nan,nan,nan,nan,nan,nan,0.4999999999999999,2.856157023658936,-0.7870936291086297,10.582143981591797
-62.9013,-64.1705,-64.1528,-62.8844,4.1314,2.2548,4.2336,4.1314,2023-02-01T22:49:35.932,1.26,4.973788385967993,0.125,1.49,13.236773463019675,0.0550206902007044,1.74,17.144024348127864,0.0654919754423509,nan,nan,nan,3.69,3.630173703687573,0.125,4.52,2.200668690544436,0.125,nan,nan,nan,0.535,10.051692858437027,0.0317999229041454,0.4810736457784238,2.262314481228937,-1.0925444641752684,14.60030112555454
-62.4946,-63.7632,-63.7458,-62.4779,4.0994,2.2497,4.1985,4.0994,2023-02-01T22:49:43.932,1.26,5.116623951054169,0.125,1.49,17.921551143218732,0.0516117402352631,1.74,19.35671500623324,0.0604444360626101,nan,nan,nan,3.69,3.2127523269879097,0.125,nan,nan,nan,nan,nan,nan,0.5325065214214756,38.632023752506186,0.0057431146142965,0.4792035771792119,1.8195063741180528,-1.123185948077697,7.996125115409579
-62.088,-63.3558,-63.3387,-62.0715,4.0682,2.2446,4.1644,4.0682,2023-02-01T22:49:51.932,1.26,3.1273720552603157,0.1190016051017013,1.49,8.64167383371573,0.0488531063615321,1.74,9.175700258017642,0.0626218857943561,nan,nan,nan,3.7,2.1135752482883525,0.125,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.4955424532245523,3.0731831955015223,-0.7676233237544756,10.443501732948056
