Latitude_1,Latitude_2,Latitude_3,Latitude_4,Longitude_1,Longitude_2,Longitude_3,Longitude_4,Timestamp,Mg,Peak_Amplitude@Mg,Sigma_Mg,Al,Peak_Amplitude@Al,Sigma_Al,Si,Peak_Amplitude@Si,Sigma_Si,Fe,Peak_Amplitude@Fe,Sigma_Fe,Ca,Peak_Amplitude@Ca,Sigma_Ca,Ti,Peak_Amplitude@Ti,Sigma_Ti,Cr,Peak_Amplitude@Cr,Sigma_Cr,O,Peak_Amplitude@O,Sigma_O,Solar_spec_Energy,Solar_spec_Amp,Solar_spec_Power,Reduced_ChiSq
-27.8795,-29.2398,-29.3621,-27.9989,73.9442,72.71,73.8157,73.9442,2023-04-05T21:05:07.929,1.257836041067914,2.5487188122186605e-17,0.0194581605866776,1.49,522.3684747203831,0.0013410215767354,1.74,0.48835180546585616,0.125,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.4851053531232852,16.257712678576627,-0.2687180330281157,9.612134968926448
39.5268,38.2552,38.4198,39.6948,70.3666,69.4639,70.573,70.3666,2023-04-06T02:36:40.856,1.26,0.1816902440712791,0.125,1.49,12.251756284106696,0.001891878479619,1.74,0.30073383948541643,0.125,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.484690031425035,22.009587658916203,-0.2425572570135872,12.905729595776853
31.4747,30.18,30.3195,31.617,70.3833,69.5083,70.5425,70.3833,2023-04-06T02:39:20.856,1.25,0.17958898514369215,0.125,1.49,0.42794016413018204,0.0587734759211879,1.74,0.5239904173041716,0.0338780226584402,6.405443096401112,3.142105835309007,0.125,nan,nan,nan,nan,nan,nan,5.41,2.02247686338676,0.125,nan,nan,nan,0.4478885861875335,14.282870485856568,-0.2773931394386472,8.006273445419117
-71.1756,-72.4914,-72.7335,-71.406,72.417,68.6967,71.7734,72.417,2023-04-06T03:13:36.856,1.26,1.0961366971567936,0.125,1.49,6.652748723238321,0.0608442479966985,1.74,0.8801587863427042,0.0412978997976323,nan,nan,nan,nan,nan,nan,nan,nan,nan,5.42,1.130941341897273,0.125,nan,nan,nan,-2.7940365850599367,26.20758238028901,-1.2351803238188055,5.245995508516338
-72.7798,-74.0923,-74.3353,-73.0099,72.6559,68.5951,71.9639,72.6559,2023-04-06T03:14:08.856,1.26,0.13700126694428294,0.0915710534283998,1.49,1.9792963539783093,0.0927629924462124,1.74,0.13821784590570163,0.0119198182633693,6.4,1.5205384406532,0.0138805625541003,nan,nan,nan,4.52,2.452808031026968,0.125,5.42,2.5308980967664505,0.125,nan,nan,nan,-1.7838344701782487,25.223158341014564,-1.0167490181865826,8.286248029582366
-73.1811,-74.4927,-74.7357,-73.411,72.7236,68.5668,72.0183,72.7236,2023-04-06T03:14:16.856,1.25,0.2601966394124736,0.125,1.49,1.0232659611036694,0.0686105016061224,1.75,0.3483162396191315,0.0447492746476474,nan,nan,nan,nan,nan,nan,nan,nan,nan,5.41,2.977297924178158,0.125,0.535,0.3783817231841559,0.0223670395023795,0.1253799234863625,10.989342442113822,-0.339793533180549,7.916043939259124
53.9683,52.7466,52.9453,54.1715,66.1282,65.0953,66.4507,66.1282,2023-04-06T10:23:52.856,1.25,0.6375593638619917,0.0142459689630329,1.49,1.2620825531521946,0.0804331234866883,1.74,0.3702206531777119,0.0479894925099914,nan,nan,nan,3.69,2.048987141078533,0.125,4.51,2.0057029932502624,0.125,nan,nan,nan,0.535,3.859303043801776,0.125,0.345040288918263,18.472979958226105,-0.2838060058648474,14.45507762212788
-55.084,-56.4485,-56.6781,-55.3071,66.8845,64.7553,66.5129,66.8845,2023-04-06T11:00:16.856,1.25,0.28255396227501206,0.125,1.5,1.789241131937664,0.0071842293974445,1.7462049766402286,0.789406900585675,0.0246567471794514,nan,nan,nan,nan,nan,nan,4.52,2.705302899382493,0.125,5.41,2.1321666971928384,0.125,0.526500016468994,15.895834656240948,0.0042400797925895,0.4864251254267943,15.723725928631636,-0.2479277802711483,10.687805084689732
52.6962,51.4111,51.8311,53.1262,-135.377,-136.143,-134.703,-135.377,2023-04-21T18:10:23.797,1.26,11.10522064419,0.125,1.49,41.3036790061133,0.0540203979670843,1.74,64.38125722532321,0.0599926819801275,nan,nan,nan,3.69,6.490904268196815,0.0987056764725624,nan,nan,nan,nan,nan,nan,0.535,7.778316176991028,0.0302826601999111,0.4750746763624959,1.55488003254331,-1.2059660053820245,34.74974707129274
49.9167,48.6194,49.0292,50.3358,-135.413,-136.17,-134.794,-135.413,2023-04-21T18:11:19.797,1.26,9.79709803765313,0.125,1.49,42.4712153967465,0.0615940489392471,1.74,63.06910368230556,0.0584850678269823,nan,nan,nan,3.69,6.76002478704007,0.1099606543568545,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.460945617385725,1.8607182816397425,-1.3135696215371206,46.42451456980465
